ID;WORD;VOCALIZED;WORD_TYPE;SYNO_SET;SYNO_SET_VOCALIZED
1082;التحط(الرجل);اِلْتَحَطَ(الرجُل);فعل;"غضب;";"غَضِبَ;"
1083;التحم;اِلْتَحَمَ;فعل;"التصق;التأم";"اِلْتَصَقَ;اِلْتَأَمَ"
1084;التعاج;اِلْتِعَاج;مصدر;"حزن;";"حُزْنْ;"
1085;التط;اِلْتَطَّ;فعل;" استتر;";" اِسْتَتَرَ;"
1086;التطاط;اِلْتِطَاط;مصدر;"استتار;";"اِسْتِتَار;"
1087;التعج;اِلْتَعَجَ;فعل;"حزن;";"حَزِنَ;"
1088;التقى;اِلْتَقَى;فعل;"صادف;رأى;لقي";"صَادَفَ;رَأَى;لَقِيَ"
1089;التقاء;اِلْتِقَاء;مصدر;"مصادفة;رؤية;لقاء";"مُصَادَفَة;رُؤيَة;لِقَاء"
1090;التقاط;اِلْتِقَاط;مصدر;"عثور(على الشيء);رفع(عن الأرض)";"عُثُور(على الشيء);رَفع(عنِ الأرضِ)"
1091;التقط(الشيء);اِلْتَقَطَ(الشيء);فعل;"عثر(عليه);رفع";"عَثَرَ(عَليه);رَفَعَ"
1092;التكاد;اِلْتِكَاد;مصدر;"ملازمة";"مُلاَزَمَة"
1093;التكاك;اِلْتِكِاك;مصدر;"ازدحام;تداخل;خطأ";"اِزْدِحَام;تَدَاخُل;خَطَأ"
1094;التك( في كلامه);اِلْتَكَّ( في كلامه);فعل;"أخطأ";"أَخْطَأَ"
1095;التكد;اِلْتَكدَ;فعل;"لازم";"لاَزَمَ"
1096;آلت(حقه);آلَتَ(حَقَّه);فعل;"نقص";"نَقَصَ"
1097;التهاب;اِلْتِهَاب;مصدر;"اشتعال;اتّقاد";"اِشْتِعَال;اِتِّقَاد"
1098;التهب;اِلْتَهَبَ;فعل;"اشتعل;اتقد";"اِشْتَعَلَ;اِتَقَدَ"
1099;التوى;اِلْتَوَى;فعل;"انفتل;تثنّي";"اِنْفَتَلَ;تَثَنّي"
1100;التواء;اِلْتِوَاء;مصدر;"انفتال;تثنّي";"اِنْفِتَال;تَثَنّي"
1101;التياح;اِلْتِيَاح;مصدر;"عطش";"عَطَش"
1102;ألثق(الشيء);أَلْثَقَ(الشيء);فعل;"بلّل";"بَلَّلَ"
1103;ألحى;أَلْحَى;اسم;"طويل اللّحية";"طَوِيل اللِّحْيَة"
1104;إلحاح;إِلْحَاح;مصدر;"إصرار;مواظبة";"إِصْرَار;مُوَاظَبَة"
1105;ألح(في السؤال);أَلَحَّ(في السؤال);فعل;"أصرّ;واظب";"أَصَرَّ;وَاظَبَ"
1106;إلحاد;إِلْحَاد;مصدر;"كفر";"كُفَرَ"
1107;ألحد;أَلْحَدَ;فعل;"كفر";"كَفَرَ"
1108;ألحف(السائل);أَلْحَفَ(السائِلُ);فعل;"ألحّ(في سؤاله)";"أَلَحَّ(في سؤاله)"
1109;ألحن(في كلامه);أَلْحَنَ(في كلامه);فعل;"أخطأ";"أَخْطَأَ"
1110; ألحن; أَلْحَن;فعل;"أفهم";"أَفْهَم"
1111;ألد;أَلَدّ;اسم;"أشدّ(الخصوم)";"أَشَدّ(الخُصوم)"
1112;ألس;أَلْس;اسم;"جنون;كذب;غدر";"جُنُون;كَذِب;غَدْر"
1113;آلس;آلَسَ;فعل;"خان;خدع";"خَانَ;خَدَعَ"
1114;ألسن;أَلْسَن;اسم;"فصيح;بليغ";"فَصِيح;بَليغ"
1115;إلصاق;إِلْصَاق;مصدر;"ضّم;جمع(بغراء أو صمغ)";"ضَّم;جَمْع(بغراء أو صمغ)"
1116;ألصق(الشيء);أَلْصَقَ(الشيء);فعل;"ضمّ;جمع";"ضَمَّ;جَمَعَ"
1117;ألغى;أَلْغَى;فعل;"أبطل";"أَبْطَلَ"
1118;إلغاء;إِلْغَاء;مصدر;"إبطال";"إِبْطَال"
1119;إلغاب;إِلْغَاب;مصدر;"إتعاب";"إِتْعَاب"
1120;إلغاز;إِلْغَاز;مصدر;"إبهام";"إِبْهَام"
1121;أبلغ;أَبْلَغَ;فعل;"أتبع";"أَتْبَعَ"
1122;ألغز(كلامه);أَلْغَزَ(كلامه);فعل;"أبهم";"أَبْهَمَ"
1123;آلف;آلَفَ;فعل;"آنس;عاشر;تعوّد;استأنس";"آنَسَ;عَاشَرَ;تَعَوَّدَ;اِسْتَأنَسَ"
1124;ألف(الأمر أو المكان);أَلِفَ(الأمر أو المكان);فعل;"تعوّد;استأنس(به)";"تَعَوَّدَ;اِسْتَأنَسَ(به)"
1125;ألف(بين القلوب);أَلَّفَ(بين القلوب);فعل;"جمع(بينها)";"جَمَعَ(بينها)"
1126;إلفاح;إِلْفَاح;مصدر;"إفلاس";"إِفْلاس"
1127;ألفة;أُلْفَة;اسم;"صداقة;مؤانسة";"صَدَاقَة;مُؤَانَسَة"
1128;ألفج;أَلْفَجَ;فعل;"أفلس";"أَفْلَسَ"
1129;ألفك;أَلْفَكَ;فعل;"أحمق;غبي";"أَحْمَق;غَبِي"
1130;ألق;أَلَقَ;فعل;"كذب";"كَذَبَ"
1131;ألقى(الشيء);أَلْقَى(الشيء);فعل;"رمى;طرح";"رَمَى;طَرَحَ"
1132;ألق;أَلَق;اسم;"لمعان;إضاءة";"لَمَعَان;إِضَاءة"
1133;ألقاط;أَلْقَاط;اسم;"أوباش;أراذل";"أَوْبَاش;أَرَاذِل"
1134;ألكد;أَلْكَد;اسم;"لئيم;جبان";"لَئيم;جَبَان"
1135;ألكع;أَلْكَع;اسم;"لئيم;أحمق;غبي";"لَئيم;أَحْمَق;غَبِي"
1136;ألكن;أَلْكَن;اسم;"ثقيل(اللسان)";"ثَقِيل(اللسان)"
1137;ألم(بالمعنى);أَلَّمَ(بالمعنى);فعل;"عرف";"عَرَفَ"
1138;إلمام;إِلْمَام;مصدر;"عدم  التعمق;معرفة;إصابة;إقلال";"عَدَم  التَعَمُق;مَعْرِفَة;إِصَابة;إِقْلال"
1139;ألمع;أَلْمَع;اسم;"شديد الذكاء;ظريف";"شَديد الذكَاء;ظَرِيف"
1140;ألمعية;أَلْمَعِيَة;اسم;"ذكاء";"ذَكَاء"
1141;ألندد;أَلَنْدَد;اسم;"خصم شديد";"خَصْم شَدِيد"
1142;إله;إِلَه;اسم;"ربّ;معبود";"رَبّ;مَعْبُود"
1143;إلهاد;إِلْهَاد;مصدر;"ظلم";"ظُلم"
1144;ألهب(النار);أَلْهَبَ(النّار);فعل;"أوقد;أضرم";"أَوْقَدَ;أَضْرَمَ"
1145;ألهد;أَلْهَدَ;فعل;"ظلم";"ظَلَمَ"
1146;ألهوة;أُلْهُوَة;اسم;"سلوى;ألعوبة";"سَلْوَى;أُلْعُوبة"
1147;ألوى;أَلْوَى;فعل;"أمال;عطف";"أَمَالَ;عَطَفَ"
1148;ألوف;أَلُوف;اسم;"ودود";"وَدُود"
1149;ألوق;أَلْوَق;اسم;"أحمق;غبي";"أَحْمَق;غَبِي"
1150;إلي;إِلْي;اسم;"نعمة";"نِعْمَة"
1151;أليث;أَلْيَث;اسم;"شجاع";"شُجَاع"
1152;أليس;أَلْيَس;اسم;"شجاع;حسن (الخلق);";"شُجَاع;حَسَنُ (الخُلُق);"
1153;أليغ;أَلْيَغ;اسم;"غير مبين";"غَيْر مُبين"
1154;أليف(من الحيوان);أَلِيف(من الحيوان);اسم;"داجن";"دَاجِن"
1155;إليك;إِلَيك;فعل;"خذ";"خُذ"
1156;ألين;أَلْيَن;اسم;"أطرى;أسلس;";"أَطْرَى;أَسْلَس;"
1157;آم;آمَ;فعل;"عطش(عطشا شديدا);ظمئ;";"عَطِشَ(عَطَشَا شَديدَا);ظَمِئ;"
1158;أم;أَمَّ;فعل;"قصد";"قَصَدَ"
1159;أمات;أَمَاتَ;فعل;"قضى(عليه);قتل;";"قَضَى(عَلَيه);قَتَلَ;"
1160;إماتة;إِمَاتَة;مصدر;"قضاء(على المرء ونحوه);قتل;";"قَضَاء(على المرء ونحوه);قَتْل;"
1161;أماثل(الناس);أَمَاثِلُ(الناسِ);مصدر;"أشراف;نبلاء;";"أَشْرَافُ;نُبَلاَءُ;"
1162;أمام;أَمَامَ;اسم;"قدّام";"قُدّامَ"
1163;أمان;أَمَانَ;اسم;"طمأنينة;حماية;";"طُمَأنينة;حِمَايَة;"
1164;أمانة;أَمَانَة;اسم;"وديعة";"وَدِيعَة"
1165;أمة;أَمَة;اسم;"مملوكة;عبدة;خادمة";"مَمْلُوكَة;عَبْدَة;خَادِمَة"
1166;امتحاط;اِمْتِحَاط;مصدر;"انتزاع";"اِنْتِزَاع"
1167;امتعاض;اِمْتِعَاض;مصدر;"استياء";"اِسْتِيَاء"
1168;امتحط(السيف);اِمْتَحَطَ(السيف);فعل;"انتزع;أخرج;استل(من الغمد) ;";"اِنْتَزَعَ;أَخْرَجَ;اِسْتَلَ(من الغمد) ;"
1169;امتحق(القمر);اِمْتَحَقَ(القمر);فعل;"اختفى(نوره)";"اِخْتَفى(نوره)"
1170;امتد;اِمْتَدَّ;فعل;"تمطى;طال;انبسط;";"تَمَطَى;طَالَ;اِنْبَسَطَ;"
1171;امتداح;اِمْتِدَاح;مصدر;"مدح";"مَدْح"
1172;امتداخ;اِمْتِدَاخ;مصدر;"جور;ظلم";"جَور;ظُلم"
1173;امتدح;اِمْتَدَحَ;فعل;"مدح";"مَدَحَ"
1174;امتدخ;اِمْتَدَخَ;فعل;"جار;ظلم";"جَارَ;ظَلَمَ"
1175;امترى(في الشيء);اِمْتَرَى(في الشيء);فعل;"شكّ(فيه)";"شَكَّ(فيه)"
1176;افترق(السيف);اِفْتَرَقَ(السيف);فعل;"استلّ;انتزع(من الغمد)";"اِسْتَلَّ;اِنْتَزَعَ(من الغمدِ)"
1177;امتسى;اِمْتَسَى;فعل;"عطش";"عَطِشَ"
1178;امتسح(السيف من غمده);اَمْتَسَحَ(السيف من غمده);فعل;"استل;انتزع;سحب;";"اِسْتَلَ;اِنْتَزَعَ;سَحِبَ;"
1179;امتشاط;اِمْتِشَاط;مصدر;"تسريح الشعر";"تَسْرِيح الشَعْر"
1180;امتشاق;اِمْتِشَاق;مصدر;"انتزاع;إخراج;اختلاس;اختطاف";"اِنْتِزَاع;إِخْرَاج;اَخْتِلاَس;اِخْتِطَاف"
1181;امتشال;اِمْتِشَال;مصدر;"انتزاع;إخراج";"اِنْتِزَاع;إِخْرَاج"
1182;امتشان;اِمْتِشَان;مصدر;"اختلاس;اختطاف;سرقة;";"اِخْتِلاَس;اِخْتِطَاف;سَرِقَة;"
1183;امتشط;اِمْتَشَطَ;فعل;"سرح (شعره)";"سَرَحَ (شَعْره)"
1184;امتشق(السيف);اِمْتَشَقَ(السَيْفَ);فعل;"انتزع;أخرج";"اِنْتَزَعَ;أَخْرَجَ"
1185;امتشل(السيف);اِمْتَشَلَ(السَيْفَ);فعل;"انتزع;أخرج";"اِنْتَزَعَ;أَخْرَجَ"
1186;امتشن(السيف);اِمْتَشَنَ(السَيْفَ);فعل;"انتزع;أخرج";"اِنْتَزَعَ;أَخْرَجَ"
1187;امتعض;اِمْتَعَضَ;فعل;"استاء";"اِسْتَاءَ"
1188;امتغاط;اِمْتِغَاط;مصدر;"امتداد;طول;انتزاع;إخراج";"اِمْتِدَاد;طُول;اِنْتِزَاع;إِخْرَاج"
1189;امتغط(السيف);اِمْتَغَطَ(السَيْفَ);فعل;"انتزع;أخرج";"اِنْتَزَعَ;أَخْرَجَ"
1190;امتلك(الشيء);اِمْتَلَكَ(الشيء);فعل;"احتوى;حاز";"اِحْتَوى;حَازَ"
1191;امتلاك;اِمْتِلاَك;مصدر;"احتواء;حيازة";"اِحْتِوَاء;حِيَازَة"
1192;امتهان;اِمْتِهَان;مصدر;"احتراف;احتقار;ابتذال;";"اِحْتِرَاف;اِحْتِقَار;اِبْتِذَال;"
1193;امتهن (الشيء);اِمْتَهَنَ (الشيء);فعل;"احتقر;ابتذل";"اِحْتَقَرَ;اِبْتَذَلَ"
1194;أمثل;أَمْثَل;فعل;"أفضل;أخير";"أَفْضَل;أَخْيَر"
1195;إمجاد;إِمْجَاد;مصدر;"تعظيم;إكثار";"تَعْظِيم;إِكْثَار"
1196;أمجد;أَمْجَدَ;فعل;"عظّم";"عَظَّمَ"
1197;امحى;اِمَّحى;فعل;"اختفى;زال";"اِخْتَفى;زَالَ"
1198;إمحال;إِمْحَال;مصدر;"إجداب;يباس";"إِجْدَاب;يَبَاس"
1199;أمحص;أَمْحَصَ;فعل;"ظهر(بعد غياب);شفي";"ظَهَرَ(بعدَ غِياب);شُفِيَ"
1200;أمحص;أَمْحَص;اسم;"متسامح;ملاطف";"مُتسَامِح;مُلاَطِف"
1201;أمحض(له الود);أَمْحَضَ(لَهُ الوُد);فعل;"صدق (فيه)";"صَدَقَ (فِيه)"
1202;أمحق( المال);أَمْحَقَ( المالَ);فعل;"نقص;زال";"نَقُصَ;زَالَ"
1203;أمحل;أَمْحَلَ;فعل;"أجدب;يبس";"أَجْدَبَ;يَبِسَ"
1204;أمد;أَمَد;اسم;"غاية;نهاية";"غَايَة;نِهَايَة"
1205;آمد;آمِد;اسم;"مملوء";"مَمْلُوء"
1206;أمدى;أَمْدَى;فعل;"كبر; أمهل";"كَبُرَ; أَمْهَلَ"
1207;إمداء;إِمْدَاء;مصدر;"كبر;إمهال";"كِبَر;إِمْهَال"
1208;امدح;اِمَّدَح;فعل;"اتّسع;امتدّ";"اِتَّسَعَ;اِمْتَدَّ"
1209;أمدر;أَمْدَر;اسم;"عظيم (البطن)";"عَظِيم (البَطْن)"
1210;أمدش;أَمْدَش;اسم;"هزيل;ضعيف;أحمق;غبي";"هَزِيل;ضَعِيف;أَحْمَق;غَبِي"
1211;أمد;أَمَدَّ;فعل;"أعان;نصر;أعطى;أطال;أخّر;";"أَعَانَ;نَصَرَ;أَعْطَى;أَطَالَ;أَخَّرَ;"
1212;أمر;أَمَرَ;فعل;"كلّف;طلب";"كَلَّفَ;طَلَبَ"
1213;أمر;أَمْر;اسم;" تكليف;طلب";" تَكْليف;طَلَب"
1214;آمر;آمِر;اسم;"مكلف;طالب";"مُكَلِف;طَالِب"
1215;أمرة;أَمَرَة;اسم;"أمر;زيادة;نماء";"أَمْر;زِيَادَة;نَمَاء"
1216;أمرش;أَمْرَش;اسم;"كثير الشر";"كَثِير الشَر"
1217;أمرض;أَمْرَضَ;فعل;"أعيا";"أَعْيَا"
1218;أمرع (المكان);أَمْرَعَ (المكان);فعل;"أخصب;أعشب";"أَخْصَب;أَعْشَبَ"
1219;أمرغ (عرضه);أَمْرَغَ (عِرْضَهُ);فعل;"دنس ;لطّخ;أهان";"دَنَسَ ;لَطَّخَ;أَهَانَ"
1220;أمرغ;أَمْرَغ;اسم;"متدنّس;ماجن;فاجر";"مُتَدَنِّس;مَاجِن;فَاجِر"
1221;أمروع(من الأرض);أُمْرُوع(من الأرضِ);اسم;"خصب";"خِصْب"
1222;أمز;أَمَزّ;اسم;"فاضل";"فَاضِل"
1223;أمزر (من الناس);أمْزَرُ (من الناسِ);اسم;"فضيل";"فَضِيل"
1224;أمس;أَمْس;اسم;"البارحة";"البَارِحَة"
1225;أمسأ;أَمْسَأَ;فعل;"أفسد";"َأفْسَدَ"
1226;إمساك(بالشيء);إِمْسَاك(بِالشَيء);فعل;"تعلّق (به);قبض(عليه)";"تَعَلُّق (بِهِ);قَبْض(عَلَيْه)"
1227;أمسح;أَمْسَح;اسم;"كذاب";"كَذَاب"
1228;أمسك(بالشيء);أَمْسَكَ(بِالشَيء);فعل;"تعلّق (به);قبض(عليه)";"تَعَلَّق (بِهِ);قَبَض(عَلَيْه)"
1229;أمسك(عن الأمر);أَمْسَكَ(عَن الأَمْر);فعل;"كفّ(عنه);امتنع(عنه)";"كَفَّ(عَنْه);اِمْتَنَعَ(عَنْه)"
1230;أمسية;أُمْسِية;اسم;"مساء";"مَسَاء"
1231;أمشى;أَمْشَى;فعل;"سيّر";"سَيَّرَ"
1232;أمشح(-ت -السماء);أَمْشَحَ(-ت -السَمَاء);فعل;"صحا";"صَحَا"
1233;أمشر;أَمْشَر;فعل;"نشيط;قوي";"نَشِيط;قَوي"
1234;أمضح(عرضه);أَمْضَحَ(عِرْضَه);فعل;"عاب(ه)";"عَابَ(ه)"
1235;أمض(ه) الأمر;أَمَضَّ(ه) الأمْرُ;فعل;"آلم(ه);صعب(عليه)";"آلَمَ(ه);صَعُبَ(عَلَيْه)"
1236;أمطر(ت- السماء);أَمْطَرَ(ت- السَّماءُ);فعل;"نزل(مطرها)";"نَزَلَ(مَطَرُهَا)"
1237;أمطي;أُمْطيّ;اسم;"مستوي (القامة);طويل(ها)";"مُسْتَوي (القَامَة);طَويلُ(ها)"
1238;أمظ;َأمَظَّ;فعل;"شتم";"شَتَمَ"
1239;إمعاض;إِمْعَاض;مصدر;"إغضاب;إيجاع";"ِإِغْضَاب;إِيجَاع"
1240;أمل;أَمَلَ;فعل;"رجا;ترقّب;تمنّى";"رَجَا;تَرَقَّبَ;تَمَنّى"
1241;أمل;أَمَل;اسم;"رجاء;تّرقب;تمنّي";"رَجَاء;تَّرَقُب;تَمَنّي"
1242;آمل;آمِل;اسم;"راجي;مترقّب;متمنّي";"رَاجي;مُتَرَقِّب;مُتَمَنّي"
1243;إملاق;إِمْلاَق;مصدر;"افتقار";"اِفْتِقار"
1244;أملد;أَمْلَد;اسم;"ناعم;ليّن";"نَاعِم;لَيِّن"
1245;أملس;أَمْلَس;اسم;"ناعم";"نَاعِم"
1246;أملق(الرجل);أَمْلَقَ(الرَّجُل);فعل;"افتقر";"اِفْتَقَرَ"
1247;املق(الشيء);اِمَّلَقَ(الشَيء);فعل;"ملس;لان";"مَلِسَ;لاَنَ"
1248;أملوج;أُمْلُوج;اسم;"غصن(ناعم)";"غُصْن(نَاعم)"
1249;أملود;أُمْلُود;اسم;"ناعم;ليّن";"نَاعِم;لَيِّن"
1250;إمليد;إِمْلِيد;اسم;"ناعم;ليّن";"نَاعِم;لَيِّن"
1251;أمن;أَمِنَ;فعل;"اطمأنّ;سلم";"اِطْمَأَنَّ;سَلِمَ"
1252;أمن;أَمْن;اسم;"طمأنينة;سلم";"طُمَأنينة;سِلْم"
1253;أمن;أَمَّنَ;فعل;"طمأن;استوثق";"طَمْأَنَ;اِسْتَوْثَقَ"
1254;آمن(به);آمَنَ(بِهِ);فعل;"وثق(به);صدّق(ه)";"وَثِقَ(به);صَدَّقَ(ه)"
1255;آمن;آمِن;اسم;"مطمئنّ;واثق";"مُطْمَئنّ;وَاثِق"
1256;أمنة;أَمَنَة;اسم;"أمن;اطمئنان";"أَمْن;اِطْمِئْنَان"
1257;أمنة;أُمَنَة;اسم;"واثق;موثوق(به)";"وَاثِق;مَوْثُوق(به)"
1258;أمه;أَمِهَ;فعل;"نسي";"نَسِيَ"
1259;إمهال;إِمْهَال;مصدر;"إنظار;تأجيل";"إِنْظَار;تَأجِيل"
1260;إمهان;إِمْهان;مصدر;"إضعاف;استخدام";"ِإضْعَاف;اِسْتِخْدَام"
1261;أمهل;َأمْهَلَ;فعل;"أنظر;أجّل";"أَنْظَرَ;َأَجَّلَ"
1262;أمهن;أَمْهَنَ;فعل;"أضعف;استخدم";"أَضْعَفَ;اِسْتَخْدَمَ"
1263;أمول;َأَمْوَلَ;فعل;"كثر(ماله);اغتنى";"كَثُرَ(ماله);اِغْتَنى"
1264;أمي;أُمِّي;اسم;"جاهل(بالقراءة و الكتابة)";"جَاهِل(بِالقِرَاءَةِ و الكِتَابَةِ)"
1265;أمية;ُأمِيَة;اسم;"جاهل(ة)(بالقراءة و الكتابة)";"جَاهِل(ة)(بِالقِرَاءَة و الكِتَابَةِ)"
1266;أمين;أَمِين;اسم;"موثوق(به);مخلص";"مَوثُوق(به);مُخْلِص"
1267;آن;آنَ;فعل;"حان";"حَانَ"
1268;أنى;أَنَى;فعل;"تمهّل";"تَمَهَّلَ"
1269;أنأى(الشيء);أَنْأَى(الشَيْء);فعل;"أبعد(ه)";"َأبْعَدَ(ه)"
1270;أناب(إلى الله);أَنَابَ(إلى الله);فعل;"تاب;رجع";"تَابَ;رَجَعَ"
