ID;WORD;VOCALIZED;WORD_TYPE;PLURAL;PLURAL_VOCALIZED
1905;دجية ;دجية ;اسم; دجى; دجى
1906;دحوح ;دحوح ;اسم; دحح; دحح
1907;دحادح ;دحادح ;اسم; دحادح; دحادح
1908;دحداح ;دحداح ;اسم; دحاديح; دحاديح
1909;دحداحة ;دحداحة ;اسم; دحاديح; دحاديح
1910;دحدح ;دحدح ;اسم; دحادح; دحادح
1911;دحروجة ;دحروجة ;اسم; دحاريج; دحاريج
1912;دحاس ;دحاس ;اسم; دحاحيس; دحاحيس
1913;داحض ;داحض ;اسم; دحض; دحض
1914;دحض ;دحض ;اسم; دحاض; دحاض
1915;مدحاض ;مدحاض ;اسم; مداحيض; مداحيض
1916;مدحضة ;مدحضة ;اسم; مداحض; مداحض
1917;داحق ;داحق ;اسم; دواحق; دواحق
1918;داحول ;داحول ;اسم; دواحيل; دواحيل
1919;دحل ;دحل ;اسم; أدحل; أدحل
1920;داحوم ;داحوم ;اسم; دواحيم; دواحيم
1921;دحمس ;دحمس ;اسم; دحامس; دحامس
1922;دحمس ;دحمس ;اسم; دحامس; دحامس
1923;دحمسة ;دحمسة ;اسم; وحامس; وحامس
1924;أدحوة ;أدحوة ;اسم; أداح; أداح
1925;أدحي ;أدحي ;اسم; أداح; أداح
1926;مدحاة ;مدحاة ;اسم; مداح; مداح
1927;دخادخ ;دخادخ ;اسم; دخادخ; دخادخ
1928;دخرص ;دخرص ;اسم; دخاريص; دخاريص
1929;دخرصة ;دخرصة ;اسم; دخاريص; دخاريص
1930;دخس ;دخس ;اسم; أدخاس; أدخاس
1931;داخلة ;داخلة ;اسم; دواخل; دواخل
1932;دخل ;دخل ;اسم; دخاخيل; دخاخيل
1933;دخيل ;دخيل ;اسم; دخلاء; دخلاء
1934;دوخلة ;دوخلة ;اسم; دواخل; دواخل
1935;مدخل ;مدخل ;اسم; مداخل; مداخل
1936;شراب ;شراب ;اسم; دخن; دخن
1937;داخنة ;داخنة ;اسم; دواخن; دواخن
1938;دخان ;دخان ;اسم; أدخنة; أدخنة
1939;مدخنة ;مدخنة ;اسم; مداخن; مداخن
1940;درء ;درء ;اسم; دروء; دروء
1941;دريء ;دريء ;اسم; درارئ; درارئ
1942;دريئة ;دريئة ;اسم; درايا; درايا
1943;درب ;درب ;اسم; دروب; دروب
1944;دارجة ;دارجة ;اسم; دوارج; دوارج
1945;درج ;درج ;اسم; أدراج; أدراج
1946;درجة ;درجة ;اسم; درج; درج
1947;درجة ;درجة ;اسم; درج; درج
1948;مدرج ;مدرج ;اسم; مدارج; مدارج
1949;دردحة ;دردحة ;اسم; درادح; درادح
1950;دردق ;دردق ;اسم; درادق; درادق
1951;دار ;دار ;اسم; درار; درار
1952;درة ;درة ;اسم; درر; درر
1953;درة ;درة ;اسم; درر; درر
1954;دري ;دري ;اسم; دراري; دراري
1955;مدرة ;مدرة ;اسم; مدار; مدار
1956;درز ;درز ;اسم; دروز; دروز
1957;درزية ;درزية ;اسم; دروز; دروز
1958;درس ;درس ;اسم; دروس; دروس
1959;درس ;درس ;اسم; أدراس; أدراس
1960;دريس ;دريس ;اسم; أدراس; أدراس
1961;مدراس ;مدراس ;اسم; مداريس; مداريس
1962;مدرس ;مدرس ;اسم; مدارس; مدارس
1963;مدرسة ;مدرسة ;اسم; مدارس; مدارس
1964;درويش ;درويش ;اسم; دراويش; دراويش
1965;درص ;درص ;اسم; أدراص; أدراص
1966;درص ;درص ;اسم; أدراص; أدراص
1967;درع ;درع ;اسم; أدراع; أدراع
1968;مدرع ;مدرع ;اسم; مدارع; مدارع
1969;مدرعة ;مدرعة ;اسم; مدارع; مدارع
1970;درفاس ;درفاس ;اسم; درافيس; درافيس
1971;درفس ;درفس ;اسم; درافس; درافس
1972;درفسة ;درفسة ;اسم; درافس; درافس
1973;درقة ;درقة ;اسم; درق; درق
1974;دورق ;دورق ;اسم; دوارق; دوارق
1975;درك ;درك ;اسم; أدراك; أدراك
1976;دركة ;دركة ;اسم; درك; درك
1977;دريكة ;دريكة ;اسم; درائك; درائك
1978;مدران ;مدران ;اسم; مدارين; مدارين
1979;مدره ;مدره ;اسم; مداره; مداره
1980;درهم ;درهم ;اسم; دراهم; دراهم
1981;مدرى ;مدرى ;اسم; مدار; مدار
1982;دسار ;دسار ;اسم; دسر; دسر
1983;دسيس ;دسيس ;اسم; دسس; دسس
1984;دسيعة ;دسيعة ;اسم; دسائع; دسائع
1985;مستوية ;مستوية ;اسم; دساكر; دساكر
1986;دعث ;دعث ;اسم; أدعاث; أدعاث
1987;دعثور ;دعثور ;اسم; دعاثير; دعاثير
1988;دعدع ;دعدع ;اسم; دعادع; دعادع
1989;داعرة ;داعرة ;اسم; مداعير; مداعير
1990;مدعس ;مدعس ;اسم; مداعس; مداعس
1991;دعص ;دعص ;اسم; دعصة; دعصة
1992;دعصة ;دعصة ;اسم; دعص; دعص
1993;مدعص ;مدعص ;اسم; مداعص; مداعص
1994;دعام ;دعام ;اسم; دعم; دعم
1995;دعامة ;دعامة ;اسم; دعائم; دعائم
1996;دعمة ;دعمة ;اسم; دعم; دعم
1997;داعية ;داعية ;اسم; دواع; دواع
1998;دعاء ;دعاء ;اسم; أدعية; أدعية
1999;دعوى ;دعوى ;اسم; دعاوى; دعاوى
2000;دعي ;دعي ;اسم; أدعياء; أدعياء
2001;مدعاة ;مدعاة ;اسم; مداع; مداع
2002;داغر ;داغر ;اسم; دغار; دغار
2003;داغصة ;داغصة ;اسم; دواغص; دواغص
2004;دغل ;دغل ;اسم; أدغال; أدغال
2005;مدغل ;مدغل ;اسم; مداغل; مداغل
2006;أدغم ;أدغم ;اسم; دغم; دغم
2007;مدفأة ;مدفأة ;اسم; مدافئ; مدافئ
2008;دفع ;دفع ;اسم; دفوع; دفوع
2009;دفعة ;دفعة ;اسم; دفع; دفع
2010;مدفع ;مدفع ;اسم; مدافع; مدافع
2011;مدفع ;مدفع ;اسم; مدافع; مدافع
2012;دافة ;دافة ;اسم; دواف; دواف
2013;دف ;دف ;اسم; دفوف; دفوف
2014;دفن ;دفن ;اسم; أدفان; أدفان
2015;دفن ;دفن ;اسم; أدفان; أدفان
2016;دفين ;دفين ;اسم; دفناء; دفناء
2017;دفين ;دفين ;اسم; دفنى; دفنى
2018;دفينة ;دفينة ;اسم; دفائن; دفائن
2019;مدفن ;مدفن ;اسم; مدافن; مدافن
2020;دقرارة ;دقرارة ;اسم; دقارير; دقارير
2021;مدقع ;مدقع ;اسم; مداقيع; مداقيع
2022;دقيق ;دقيق ;اسم; أدقة; أدقة
2023;دقيقة ;دقيقة ;اسم; دقائق; دقائق
2024;دقل ;دقل ;اسم; أدقال; أدقال
2025;دقلة ;دقلة ;اسم; دقال; دقال
2026;دقيلة ;دقيلة ;اسم; دقال; دقال
2027;دوقل ;دوقل ;اسم; دواقل; دواقل
2028;دكداك ;دكداك ;اسم; دكادك; دكادك
2029;دك ;دك ;اسم; دكوك; دكوك
2030;دك ;دك ;اسم; دككة; دككة
2031;دكة ;دكة ;اسم; دكاك; دكاك
2032;دكان ;دكان ;اسم; دكاكين; دكاكين
2033;دولج ;دولج ;اسم; دوالج; دوالج
2034;دلاخ ;دلاخ ;اسم; دلاخ; دلاخ
2035;دلس ;دلس ;اسم; أدلاس; أدلاس
2036;دلاص ;دلاص ;اسم; دلاص; دلاص
2037;دلص ;دلص ;اسم; دلاص; دلاص
2038;دلصة ;دلصة ;اسم; دلاص; دلاص
2039;دليص ;دليص ;اسم; دلص; دلص
2040;دليع ;دليع ;اسم; دلائع; دلائع
2041;دولع ;دولع ;اسم; دوالع; دوالع
2042;دالف ;دالف ;اسم; دلف; دلف
2043;دلوف ;دلوف ;اسم; دلف; دلف
2044;دليك ;دليك ;اسم; دلك; دلك
2045;دلالة ;دلالة ;اسم; دلائل; دلائل
2046;دليل ;دليل ;اسم; أدلة; أدلة
2047;دليل ;دليل ;اسم; أدلة; أدلة
2048;دلم ;دلم ;اسم; أدلام; أدلام
2049;دالي ;دالي ;اسم; دلاة; دلاة
2050;ساقية ;ساقية ;اسم; الدوالي; الدوالي
2051;دلاة ;دلاة ;اسم; دلا; دلا
2052;دلو ;دلو ;اسم; دلاء; دلاء
2053;داموس ;داموس ;اسم; دواميس; دواميس
2054;ديماس ;ديماس ;اسم; دياميس; دياميس
2055;دمع ;دمع ;اسم; أدمع; أدمع
2056;دمعة ;دمعة ;اسم; دمع; دمع
2057;دميع ;دميع ;اسم; دمعى; دمعى
2058;دميع ;دميع ;اسم; دمعى; دمعى
2059;مدمع ;مدمع ;اسم; مدامع; مدامع
2060;دماغ ;دماغ ;اسم; أدمغة; أدمغة
2061;دموك ;دموك ;اسم; دمك; دمك
2062;دمل ;دمل ;اسم; دمامل; دمامل
2063;دملج ;دملج ;اسم; دمالج; دمالج
2064;دملوق ;دملوق ;اسم; دماليق; دماليق
2065;دملوك ;دملوك ;اسم; دماليك; دماليك
2066;داماء ;داماء ;اسم; دوام; دوام
2067;دمنة ;دمنة ;اسم; دمن; دمن
2068;دم ;دم ;اسم; دماء; دماء
2069;دمية ;دمية ;اسم; دمى; دمى
2070;دنيء ;دنيء ;اسم; دنآء; دنآء
2071;دنيئة ;دنيئة ;اسم; دنايا; دنايا
2072;دنس ;دنس ;اسم; أدناس; أدناس
2073;دانق ;دانق ;اسم; دوانق; دوانق
2074;دنيا ;دنيا ;اسم; دنى; دنى
2075;دهداه ;دهداه ;اسم; دهاده; دهاده
2076;دهر ;دهر ;اسم; أدهر; أدهر
2077;دهر ;دهر ;اسم; أدهار; أدهار
2078;دهس ;دهس ;اسم; أدهاس; أدهاس
2079;دهقان ;دهقان ;اسم; دهاقنة; دهاقنة
2080;دهوك ;دهوك ;اسم; دهك; دهك
2081;أدهم ;أدهم ;اسم; دهم; دهم
2082;أدهم ;أدهم ;اسم; أداهم; أداهم
2083;دهم ;دهم ;اسم; دهوم; دهوم
2084;دهماء ;دهماء ;اسم; دهم; دهم
2085;دهن ;دهن ;اسم; دهان; دهان
2086;دهن ;دهن ;اسم; أدهان; أدهان
2087;مدهنة ;مدهنة ;اسم; مداهن; مداهن
2088;داهية ;داهية ;اسم; دواه; دواه
2089;دوحة ;دوحة ;اسم; دوح; دوح
2090;دودة ;دودة ;اسم; دود; دود
2091;دوداة ;دوداة ;اسم; دواد; دواد
2092;دائرة ;دائرة ;اسم; دوائر; دوائر
2093;منزل ;منزل ;اسم; أدؤر; أدؤر
2094;دارة ;دارة ;اسم; دور; دور
2095;دور ;دور ;اسم; أدوار; أدوار
2096;دوار ;دوار ;اسم; دواوير; دواوير
2097;ديرة ;ديرة ;اسم; دير; دير
2098;ديس ;ديس ;اسم; ديسة; ديسة
2099;ديسة ;ديسة ;اسم; ديس; ديس
2100;مداس ;مداس ;اسم; أمدسة; أمدسة
2101;مدواس ;مدواس ;اسم; مداويس; مداويس
2102;مدوس ;مدوس ;اسم; مداوس; مداوس
2103;مدوسة ;مدوسة ;اسم; مداوس; مداوس
2104;مدوك ;مدوك ;اسم; مداوك; مداوك
2105;دال ;دال ;اسم; أدوال; أدوال
2106;دالة ;دالة ;اسم; دال; دال
2107;دولة ;دولة ;اسم; دول; دول
2108;تي ;تي ;اسم; دواليب; دواليب
2109;دوامة ;دوامة ;اسم; دؤام; دؤام
2110;ديمة ;ديمة ;اسم; ديم; ديم
2111;مدوام ;مدوام ;اسم; مداويم; مداويم
2112;مدوم ;مدوم ;اسم; مداوم; مداوم
2113;ديوان ;ديوان ;اسم; دواوين; دواوين
2114;دواء ;دواء ;اسم; أدوية; أدوية
2115;دواة ;دواة ;اسم; دوي; دوي
2116;رهبان ;رهبان ;اسم; أديار; أديار
2117;دائص ;دائص ;اسم; داصة; داصة
2118;دجاج ;دجاج ;اسم; ديوك; ديوك
2119;دين ;دين ;اسم; أدين; أدين
2120;دين ;دين ;اسم; أدين; أدين
2121;دينة ;دينة ;اسم; دين; دين
2122;مديان ;مديان ;اسم; مدايين; مدايين
2123;ذؤابة ;ذؤابة ;اسم; ذوائب; ذوائب
2124;ذئب ;ذئب ;اسم; أذؤب; أذؤب
2125;ذباب ;ذباب ;اسم; أذبة; أذبة
2126;مذبة ;مذبة ;اسم; مذاب; مذاب
2127;ذبيح ;ذبيح ;اسم; ذبحى; ذبحى
2128;ذبيحة ;ذبيحة ;اسم; ذبائح; ذبائح
2129;مذبح ;مذبح ;اسم; مذابح; مذابح
2130;مذبح ;مذبح ;اسم; مذابح; مذابح
2131;ذبذب ;ذبذب ;اسم; ذباذب; ذباذب
2132;ذبذبة ;ذبذبة ;اسم; ذباذب; ذباذب
2133;ذبر ;ذبر ;اسم; ذبار; ذبار
2134;ذابل ;ذابل ;اسم; ذبل; ذبل
2135;ذبالة ;ذبالة ;اسم; ذبال; ذبال
2136;ذحل ;ذحل ;اسم; أذحال; أذحال
2137;ذخر ;ذخر ;اسم; أذخار; أذخار
2138;ذخيرة ;ذخيرة ;اسم; ذخائر; ذخائر
2139;ذرية ;ذرية ;اسم; ذراري; ذراري
2140;ذربة ;ذربة ;اسم; ذرب; ذرب
2141;ذراح ;ذراح ;اسم; ذراريح; ذراريح
2142;ذريحة ;ذريحة ;اسم; ذرائح; ذرائح
2143;ذرور ;ذرور ;اسم; أذرة; أذرة
2144;ذريعة ;ذريعة ;اسم; ذرائع; ذرائع
2145;مذراع ;مذراع ;اسم; مذارع; مذارع
2146;مذرع ;مذرع ;اسم; مذارع; مذارع
2147;مذرف ;مذرف ;اسم; مذارف; مذارف
2148;ذروة ;ذروة ;اسم; ذرا; ذرا
2149;ذاعر ;ذاعر ;اسم; ذعار; ذعار
2150;ذعاف ;ذعاف ;اسم; ذعف; ذعف
2151;ذفرى ;ذفرى ;اسم; ذفارى; ذفارى
2152;ذفاف ;ذفاف ;اسم; أذفة; أذفة
2153;ذفاف ;ذفاف ;اسم; ذفف; ذفف
2154;ذاقنة ;ذاقنة ;اسم; ذواقن; ذواقن
2155;ذقن ;ذقن ;اسم; أذقان; أذقان
2156;تذكرة ;تذكرة ;اسم; تذاكر; تذاكر
2157;ذكر ;ذكر ;اسم; ذكور; ذكور
2158;ذكر ;ذكر ;اسم; ذكور; ذكور
2159;ذلذل ;ذلذل ;اسم; ذلاذل; ذلاذل
2160;ذل ;ذل ;اسم; أذلال; أذلال
2161;ذليل ;ذليل ;اسم; أذلة; أذلة
2162;ذمر ;ذمر ;اسم; أذمار; أذمار
2163;ذمير ;ذمير ;اسم; أذمار; أذمار
2164;ذمام ;ذمام ;اسم; أذمة; أذمة
2165;ذم ;ذم ;اسم; ذموم; ذموم
2166;ذمة ;ذمة ;اسم; أذم; أذم
2167;ذمة ;ذمة ;اسم; ذمم; ذمم
2168;ذميم ;ذميم ;اسم; ذمام; ذمام
2169;ذميمة ;ذميمة ;اسم; ذمام; ذمام
2170;ذنابة ;ذنابة ;اسم; ذنائب; ذنائب
2171;ذنب ;ذنب ;اسم; أذناب; أذناب
2172;ذنوب ;ذنوب ;اسم; أذنبة; أذنبة
2173;مذنب ;مذنب ;اسم; مذانب; مذانب
2174;ذهب ;ذهب ;اسم; أذهاب; أذهاب
2175;مذهب ;مذهب ;اسم; مذاهب; مذاهب
2176;مذهب ;مذهب ;اسم; مذاهب; مذاهب
2177;مذهل ;مذهل ;اسم; مذاهل; مذاهل
2178;ذهن ;ذهن ;اسم; أذهان; أذهان
2179;مذوب ;مذوب ;اسم; مذاوب; مذاوب
2180;مذوبة ;مذوبة ;اسم; مذاوب; مذاوب
2181;ذود ;ذود ;اسم; أذواد; أذواد
2182;مذود ;مذود ;اسم; مذاود; مذاود
2183;ذال ;ذال ;اسم; أذوال; أذوال
2184;ذواة ;ذواة ;اسم; ذوى; ذوى
2185;ذيخ ;ذيخ ;اسم; أذياخ; أذياخ
2186;ذيخ ;ذيخ ;اسم; ذيخات; ذيخات
2187;إذاعة ;إذاعة ;اسم; مذاييع; مذاييع
2188;ذيل ;ذيل ;اسم; أذيال; أذيال
2189;رؤية ;رؤية ;اسم; رئاب; رئاب
2190;رئبال ;رئبال ;اسم; رآبيل; رآبيل
2191;رأد ;رأد ;اسم; أرآد; أرآد
2192;رؤد ;رؤد ;اسم; أرآد; أرآد
2193;رئد ;رئد ;اسم; أرآد; أرآد
2194;رئد ;رئد ;اسم; رئدان; رئدان
2195;رائس ;رائس ;اسم; روائس; روائس
2196;رأس ;رأس ;اسم; أرؤس; أرؤس
2197;رئيس ;رئيس ;اسم; رؤساء; رؤساء
2198;مرآس ;مرآس ;اسم; مرائيس; مرائيس
2199;رال ;رال ;اسم; أرؤل; أرؤل
2200;رأم ;رأم ;اسم; أرآم; أرآم
2201;رئم ;رئم ;اسم; أرآم; أرآم
2202;رؤمة ;رؤمة ;اسم; رؤم; رؤم
2203;رأي ;رأي ;اسم; آراء; آراء
2204;رؤيا ;رؤيا ;اسم; رؤى; رؤى
2205;رئة ;رئة ;اسم; رئات; رئات
2206;مرآة ;مرآة ;اسم; مراء; مراء
2207;ربيء ;ربيء ;اسم; ربايا; ربايا
2208;ربيئة ;ربيئة ;اسم; ربايا; ربايا
2209;مربأ ;مربأ ;اسم; مرابئ; مرابئ
2210;مربأة ;مربأة ;اسم; مرابئ; مرابئ
2211;رب ;رب ;اسم; أرباب; أرباب
2212;رب ;رب ;اسم; ربوب; ربوب
2213;ربى ;ربى ;اسم; رباب; رباب
2214;ربة ;ربة ;اسم; رباب; رباب
2215;ربة ;ربة ;اسم; ربب; ربب
2216;ربة ;ربة ;اسم; ربب; ربب
2217;ربيب ;ربيب ;اسم; أرباء; أرباء
2218;ربيبة ;ربيبة ;اسم; ربائب; ربائب
2219;ربيئة ;ربيئة ;اسم; ربائث; ربائث
2220;ربح ;ربح ;اسم; رباح; رباح
2221;ربح ;ربح ;اسم; أرباح; أرباح
2222;ربيدة ;ربيدة ;اسم; ربائد; ربائد
2223;مربد ;مربد ;اسم; مرابد; مرابد
2224;ربذة ;ربذة ;اسم; ربذ; ربذ
2225;رابض ;رابض ;اسم; ربوض; ربوض
2226;رابضة ;رابضة ;اسم; روابض; روابض
2227;ربض ;ربض ;اسم; أرباض; أرباض
2228;ربض ;ربض ;اسم; أرباض; أرباض
2229;ربض ;ربض ;اسم; أرباض; أرباض
2230;ربضة ;ربضة ;اسم; ربض; ربض
2231;ربوض ;ربوض ;اسم; ربض; ربض
2232;رابطة ;رابطة ;اسم; روابط; روابط
2233;رباط ;رباط ;اسم; ربط; ربط
2234;ربيطة ;ربيطة ;اسم; ربائط; ربائط
2235;مربط ;مربط ;اسم; مرابط; مرابط
2236;أربعاء ;أربعاء ;اسم; أربعاوات; أربعاوات
2237;ربع ;ربع ;اسم; أرباع; أرباع
2238;ربع ;ربع ;اسم; رباع; رباع
2239;ربع ;ربع ;اسم; رباع; رباع
2240;ربوع ;ربوع ;اسم; ربع; ربع
2241;ربيع ;ربيع ;اسم; أربعاء; أربعاء
