ID;INVERSED;VOCALIZED;WORD_TYPE
7301;ىنسأ;أَسْنَى;فعل
7302;ىنست;تَسَنَّى;فعل
7303;ىنتسا;اِسْتَنَى;فعل
7304;بهس;سَهَبَ;فعل
7305;بهسأ;أَسْهَبَ;فعل
7306;بهتسا;اِسْتَهَبَ;فعل
7307;جهس;سَهَجَ;فعل
7308;دهس;سَهِدَ;فعل
7309;دهس;سَهَّدَ;فعل
7310;دهسأ;أَسْهَدَ;فعل
7311;رهس;سَهِرَ;فعل
7312;رهسأ;أَسْهَرَ;فعل
7313;فهس;سَهَفَ;فعل
7314;فهس;سَهِفَ;فعل
7315;فهتسا;اِسْتَهَفَ;فعل
7316;كهس;سَهَكَ;فعل
7317;كهس;سَهِكَ;فعل
7318;لهس;سَهُلَ;فعل
7319;لهس;سَهَّلَ;فعل
7320;لهاس;ساهَلَ;فعل
7321;لهسأ;أَسْهَلَ;فعل
7322;لهست;تَسَهَّلَ;فعل
7323;لهاست;تَساهَلَ;فعل
7324;لهستسا;اِسْتَسْهَلَ;فعل
7325;مهس;سَهَمَ;فعل
7326;مهس;سَهُمَ;فعل
7327;مهس;سَهَّمَ;فعل
7328;مهاس;ساهَمَ;فعل
7329;مهسأ;أَسْهَمَ;فعل
7330;مهاست;تَساهَمَ;فعل
7331;اهس;سَها;فعل
7332;وهس;سَهُوَ;فعل
7333;يهس;سَهِيَ;فعل
7334;ىهس;سَهَّى;فعل
7335;ىهاس;ساهَى;فعل
7336;ىهسأ;أَسْهَى;فعل
7337;ءاس;ساءَ;فعل
7338;أوس;سَوَّأَ;فعل
7339;ءاسأ;أَساءَ;فعل
7340;ءاتسا;اِسْتاءَ;فعل
7341;جاس;ساجَ;فعل
7342;جوس;سَوَّجَ;فعل
7343;خاس;ساخَ;فعل
7344;خاسأ;أَسَاخَ;فعل
7345;خوست;تَسَوَّخَ;فعل
7346;داس;سادَ;فعل
7347;دوس;سَوِدَ;فعل
7348;دوس;سَوَّدَ;فعل
7349;دواس;ساوَدَ;فعل
7350;داسأ;أَسادَ;فعل
7351;دوسأ;أَسْوَدَ;فعل
7352;دوست;تَسَوَّدَ;فعل
7353;داتسا;اِسْتادَ;فعل
7354;دوسا;اِسْوَدَّ;فعل
7355;داوسا;اِسْوادَّ;فعل
7356;راس;سارَ;فعل
7357;روس;سَوَّرَ;فعل
7358;رواس;ساوَرَ;فعل
7359;روست;تَسَوَّرَ;فعل
7360;رواست;تَساوَرَ;فعل
7361;ساس;ساسَ;فعل
7362;ساس;ساسَ;فعل
7363;سوس;سَوِسَ;فعل
7364;سوس;سَوَّسَ;فعل
7365;ساسأ;أَساسَ;فعل
7366;سوست;تَسَوَّسَ;فعل
7367;ساتسا;اِسْتاسَ;فعل
7368;طاس;ساطَ;فعل
7369;طوس;سَوَّطَ;فعل
7370;طواس;ساوَطَ;فعل
7371;طوتسا;اِسْتَوَطَ;فعل
7372;عاس;ساعَ;فعل
7373;عواس;ساوَعَ;فعل
7374;عاسأ;أَساعَ;فعل
7375;غاس;ساغَ;فعل
7376;غوس;سَوَّغَ;فعل
7377;غاسأ;أَساغَ;فعل
7378;غوسأ;أَسْوَغَ;فعل
7379;غاستسا;اِسْتَساغَ;فعل
7380;فاس;سافَ;فعل
7381;فوس;سَوَّفَ;فعل
7382;فواس;ساوَفَ;فعل
7383;فاسأ;أَسافَ;فعل
7384;فاتسا;اِسْتافَ;فعل
7385;قاس;ساقَ;فعل
7386;قوس;سَوِقَ;فعل
7387;قوس;سَوَّقَ;فعل
7388;قواس;ساوَقَ;فعل
7389;قاسأ;أَساقَ;فعل
7390;قوست;تَسَوَّقَ;فعل
7391;قواست;تَساوَقَ;فعل
7392;قاسنا;اِنْساقَ;فعل
7393;قاتسا;اِسْتاقَ;فعل
7394;كاس;ساكَ;فعل
7395;كوس;سَوَّكَ;فعل
7396;كوست;تَسَوَّكَ;فعل
7397;كواست;تَساوَكَ;فعل
7398;كاتسا;اِسْتاكَ;فعل
7399;لاس;سالَ;فعل
7400;لوس;سَوِلَ;فعل
7401;لوس;سَوَّلَ;فعل
7402;لوست;تَسَوَّلَ;فعل
7403;ماس;سامَ;فعل
7404;موس;سَوَّمَ;فعل
7405;مواس;ساوَمَ;فعل
7406;ماسأ;أَسامَ;فعل
7407;موست;تَسَوَّمَ;فعل
7408;مواست;تَساوَمَ;فعل
7409;ماتسا;اِسْتامَ;فعل
7410;يوس;سَوِيَ;فعل
7411;ىوس;سَوَّى;فعل
7412;ىواس;ساوَى;فعل
7413;ىوسأ;أَسْوَى;فعل
7414;ىوست;تَسَوَّى;فعل
7415;ىواست;تَساوَى;فعل
7416;ىوتسا;اِسْتَوَى;فعل
7417;أيس;سَيَّأَ;فعل
7418;أيست;تَسَيَّأَ;فعل
7419;أيسنا;اِنْسَيَأَ;فعل
7420;باس;سابَ;فعل
7421;بيس;سَيَّبَ;فعل
7422;باسنا;اِنْسابَ;فعل
7423;جيس;سَيَّجَ;فعل
7424;حاس;ساحَ;فعل
7425;حيس;سَيَّحَ;فعل
7426;حاسأ;أَساحَ;فعل
7427;حاسنا;اِنساحَ;فعل
7428;خاس;ساخَ;فعل
7429;خاسأ;أَساخَ;فعل
7430;راس;سارَ;فعل
7431;ريس;سَيَّرَ;فعل
7432;رياس;سايَرَ;فعل
7433;راسأ;أَسارَ;فعل
7434;ريست;تَسَيَّرَ;فعل
7435;رياست;تَسايَرَ;فعل
7436;راتسا;اِسْتارَ;فعل
7437;سيس;سَيِسَ;فعل
7438;عاس;ساعَ;فعل
7439;عيس;سَيَّعَ;فعل
7440;عاسأ;أَساعَ;فعل
7441;عيست;تَسَيَّعَ;فعل
7442;عاسنا;اِنْساعَ;فعل
7443;غاس;ساغَ;فعل
7444;غاسأ;أَساغَ;فعل
7445;فاس;سافَ;فعل
7446;فيس;سَيِفَ;فعل
7447;فيس;سَيَّفَ;فعل
7448;فياس;سايَفَ;فعل
7449;فاسأ;أَسافَ;فعل
7450;فيست;تَسَيَّفَ;فعل
7451;فياست;تَسايَفَ;فعل
7452;فاتسا;اِسْتافَ;فعل
7453;لاس;سالَ;فعل
7454;ليس;سَيَّلَ;فعل
7455;لاسأ;أَسالَ;فعل
7456;لياست;تَسايَلَ;فعل
7457;زئش;شَئِزَ;فعل
7458;زأشأ;أَشْأَزَ;فعل
7459;زأتشا;اِشْتَأَزَ;فعل
7460;فئش;شَئِفَ;فعل
7461;فأشتسا;اِسْتَشْأَفَ;فعل
7462;مأش;شَأَمَ;فعل
7463;مءاش;شاءَمَ;فعل
7464;مأشأ;أَشْأَمَ;فعل
7465;مأشت;تَشَأَّمَ;فعل
7466;مءاشت;تَشاءَمَ;فعل
7467;نأش;شَأَنَ;فعل
7468;نأتشا;اِشْتَأَنَ;فعل
7469;آش;شآ;فعل
7470;ىءاش;شاءَى;فعل
7471;ىءاشت;تَشاءَى;فعل
7472;بش;شَبَّ;فعل
7473;بش;شَبَّ;فعل
7474;ببش;شَبَّبَ;فعل
7475;بشأ;أَشَبَّ;فعل
7476;بشتسا;اِسْتَشَبَّ;فعل
7477;ثبش;شَبِثَ;فعل
7478;ثباش;شابَثَ;فعل
7479;ثبشت;تَشَبَّثَ;فعل
7480;حبش;شَبَحَ;فعل
7481;حبش;شَبُحَ;فعل
7482;حبش;شَبَّحَ;فعل
7483;ربش;شَبَرَ;فعل
7484;ربش;شَبِرَ;فعل
7485;ربش;شَبَّرَ;فعل
7486;رباشت;تَشابَرَ;فعل
7487;عبش;شَبِعَ;فعل
7488;عبشأ;أَشْبَعَ;فعل
7489;عبشت;تَشَبَّعَ;فعل
7490;قبش;شَبِقَ;فعل
7491;كبش;شَبَكَ;فعل
7492;كبش;شَبَّكَ;فعل
7493;كبشت;تَشَبَّكَ;فعل
7494;كباشت;تَشابَكَ;فعل
7495;كبتشا;اِشْتَبَكَ;فعل
7496;لبش;شَبَلَ;فعل
7497;لبشأ;أَشْبَلَ;فعل
7498;مبش;شَبَمَ;فعل
7499;مبش;شَبِمَ;فعل
7500;نبش;شَبَنَ;فعل
7501;هبش;شَبَّهَ;فعل
7502;هباش;شابَهَ;فعل
7503;هبشأ;أَشْبَهَ;فعل
7504;هبشت;تَشَبَّهَ;فعل
7505;هباشت;تَشابَهَ;فعل
7506;هبتشا;اِشْتَبَهَ;فعل
7507;ابش;شَبا;فعل
7508;ىبشأ;أَشْبَى;فعل
7509;تش;شَتَّ;فعل
7510;تتش;شَتَّتَ;فعل
7511;تشأ;أَشَتَّ;فعل
7512;تتشت;تَشَتَّتَ;فعل
7513;رتش;شَتَرَ;فعل
7514;رتش;شَتِرَ;فعل
7515;رتش;شَتَّرَ;فعل
7516;لتش;شَتَلَ;فعل
7517;متش;شَتَمَ;فعل
7518;متش;شَتُمَ;فعل
7519;متاش;شاتَمَ;فعل
7520;متاشت;تَشاتَمَ;فعل
7521;نتش;شَتَنَ;فعل
7522;اتش;شَتا;فعل
7523;ىتش;شَتَّى;فعل
7524;ىتاش;شاتَى;فعل
7525;ىتشأ;أَشْتَى;فعل
7526;نثش;شَثِنَ;فعل
7527;بجش;شَجَبَ;فعل
7528;بجش;شَجِبَ;فعل
7529;بجشأ;أَشْجَبَ;فعل
7530;بجاشت;تَشاجَبَ;فعل
7531;جش;شَجَّ;فعل
7532;جش;شَجَّ;فعل
7533;جاش;شاجَّ;فعل
7534;رجش;شَجَرَ;فعل
7535;رجش;شَجَّرَ;فعل
7536;رجاش;شاجَرَ;فعل
7537;رجشأ;أَشْجَرَ;فعل
7538;رجاشت;تَشاجَرَ;فعل
7539;رجتشا;اِشْتَجَرَ;فعل
7540;عجش;شَجُعَ;فعل
7541;عجاش;شاجَعَ;فعل
7542;عجشت;تَشَجَّعَ;فعل
7543;نجش;شَجَنَ;فعل
7544;نجش;شَجِنَ;فعل
7545;نجشأ;أَشْجَنَ;فعل
7546;نجشت;تَشَجَّنَ;فعل
7547;اجش;شَجا;فعل
7548;يجش;شَجِيَ;فعل
7549;ىجشأ;أَشْجَى;فعل
7550;بحش;شَحَبَ;فعل
7551;ثحش;شَحَثَ;فعل
7552;جحش;شَحَجَ;فعل
7553;جحشت;تَشَحَّجَ;فعل
7554;حش;شَحَّ;فعل
7555;حاش;شاحَّ;فعل
7556;حاشت;تَشاحَّ;فعل
7557;ذحش;شَحَذَ;فعل
7558;ذحشأ;أَشْحَذَ;فعل
7559;طحش;شَحَطَ;فعل
7560;طحش;شَحَّطَ;فعل
7561;طحشأ;أَشْحَطَ;فعل
7562;محش;شَحَمَ;فعل
7563;محش;شَحِمَ;فعل
7564;محش;شَحَّمَ;فعل
7565;محشأ;أَشْحَمَ;فعل
7566;نحش;شَحَنَ;فعل
7567;نحش;شَحِنَ;فعل
7568;نحاش;شاحَنَ;فعل
7569;نحشأ;أَشْحَنَ;فعل
7570;نحاشت;تَشاحَنَ;فعل
7571;احش;شَحا;فعل
7572;ىحش;شَحَى;فعل
7573;ىحشت;تَشَحَّى;فعل
7574;بخش;شَخَبَ;فعل
7575;بخشنا;اِنْشَخَبَ;فعل
7576;تخش;شَخُتَ;فعل
7577;خش;شَخَّ;فعل
7578;رخش;شَخَرَ;فعل
7579;سخش;شَخَسَ;فعل
7580;سخاشت;تَشاخَسَ;فعل
7581;صخش;شَخَصَ;فعل
7582;صخش;شَخُصَ;فعل
7583;صخش;شَخَّصَ;فعل
7584;صخشأ;أَشْخَصَ;فعل
7585;صخشت;تَشَخَّصَ;فعل
7586;مخش;شَخِمَ;فعل
7587;مخشأ;أَشْخَمَ;فعل
7588;خدش;شَدَخَ;فعل
7589;خدش;شَدَّخَ;فعل
7590;خدشت;تَشَدَّخَ;فعل
7591;خدشنا;اِنْشَدَخَ;فعل
7592;دش;شَدَّ;فعل
7593;دش;شَدَّ;فعل
7594;ددش;شَدَّدَ;فعل
7595;داش;شادَّ;فعل
7596;دشأ;أَشَدَّ;فعل
7597;ددشت;تَشَدَّدَ;فعل
7598;داشت;تَشادَّ;فعل
7599;دتشا;اِشْتَدَّ;فعل
7600;فدش;شَدَفَ;فعل
7601;فدش;شَدِفَ;فعل
7602;فداشت;تَشادَفَ;فعل
7603;قدش;شَدِقَ;فعل
7604;قدشت;تَشَدَّقَ;فعل
7605;ندش;شَدَنَ;فعل
7606;ندشأ;أَشْدَنَ;فعل
7607;هدش;شَدَهَ;فعل
7608;هدشأ;أَشْدَهَ;فعل
7609;هدشنا;اِنْشَدَهَ;فعل
7610;ادش;شَدا;فعل
7611;بذش;شَذَبَ;فعل
7612;بذش;شَذَّبَ;فعل
7613;بذشت;تَشَذَّبَ;فعل
7614;ذش;شَذَّ;فعل
7615;ذشأ;أَشَذَّ;فعل
7616;رذش;شَذَّرَ;فعل
7617;رذشت;تَشَذَّرَ;فعل
7618;اذش;شَذا;فعل
7619;ىذشأ;أَشْذَى;فعل
7620;برش;شَرِبَ;فعل
7621;برش;شَرَّبَ;فعل
7622;براش;شارَبَ;فعل
7623;برشأ;أَشْرَبَ;فعل
7624;برشت;تَشَرَّبَ;فعل
7625;برشتسا;اِسْتَشْرَبَ;فعل
7626;ثرش;شَرِثَ;فعل
7627;ثرشنا;اِنْشَرَثَ;فعل
7628;جرش;شَرَجَ;فعل
7629;جرش;شَرِجَ;فعل
7630;جرش;شَرَّجَ;فعل
7631;جرشأ;أَشْرَجَ;فعل
7632;جرشت;تَشَرَّجَ;فعل
7633;جرشنا;اِنْشَرَجَ;فعل
7634;حرش;شَرَحَ;فعل
7635;حرش;شَرَّحَ;فعل
7636;حرشنا;اِنْشَرَحَ;فعل
7637;خرش;شَرَخَ;فعل
7638;درش;شَرَدَ;فعل
7639;درش;شَرَّدَ;فعل
7640;درشأ;أَشْرَدَ;فعل
7641;درشت;تَشَرَّدَ;فعل
7642;رش;شَرَّ;فعل
7643;رش;شَرَّ;فعل
7644;راش;شارَّ;فعل
7645;رشأ;أَشَّرَ;فعل
7646;زرش;شَرَزَ;فعل
7647;زرش;شَرَّزَ;فعل
7648;زراش;شارَزَ;فعل
7649;زرشأ;أَشْرَزَ;فعل
7650;سرش;شَرَسَ;فعل
7651;سرش;شَرُسَ;فعل
7652;سرش;شَرِسَ;فعل
7653;سراش;شارَسَ;فعل
7654;سراشت;تَشارَسَ;فعل
7655;طرش;شَرَطَ;فعل
7656;طرش;شَرِطَ;فعل
7657;طراش;شارَطَ;فعل
7658;طرشأ;أَشْرَطَ;فعل
7659;طرشت;تَشَرَّطَ;فعل
7660;طراشت;تَشارَطَ;فعل
7661;طرتشا;اِشْتَرَطَ;فعل
7662;عرش;شَرَعَ;فعل
7663;عرش;شَرَّعَ;فعل
7664;عرشأ;أَشْرَعَ;فعل
7665;عرتشا;اِشْتَرَعَ;فعل
7666;فرش;شَرَفَ;فعل
7667;فرش;شَرُفَ;فعل
7668;فرش;شَرَّفَ;فعل
7669;فراش;شارَفَ;فعل
7670;فرشأ;أَشْرَفَ;فعل
7671;فرشت;تَشَرَّفَ;فعل
7672;فرشتسا;اِسْتَشْرَفَ;فعل
7673;قرش;شَرَقَ;فعل
7674;قرش;شَرِقَ;فعل
7675;قرش;شَرَّقَ;فعل
7676;قرشأ;أَشْرَقَ;فعل
7677;قرشت;تَشَرَّقَ;فعل
7678;قرشنا;اِنْشَرَقَ;فعل
7679;كرش;شَرِكَ;فعل
7680;كرش;شَرَّكَ;فعل
7681;كراش;شارَكَ;فعل
7682;كرشأ;أَشْرَكَ;فعل
7683;كراشت;تَشارَكَ;فعل
7684;كرتشا;اِشْتَرَكَ;فعل
7685;مرش;شَرَمَ;فعل
7686;مرش;شَرِمَ;فعل
7687;مرش;شَرَّمَ;فعل
7688;مرشت;تَشَرَّمَ;فعل
7689;مرشنا;اِنْشَرَمَ;فعل
7690;هرش;شَرِهَ;فعل
7691;ىرش;شَرَى;فعل
7692;يرش;شَرِيَ;فعل
7693;ىراش;شارَى;فعل
7694;ىرشأ;أَشْرَى;فعل
7695;ىرشت;تَشَرَّى;فعل
7696;ىرتشا;اِشْتَرَى;فعل
7697;ىرشتسا;اِسْتَشْرَى;فعل
7698;بزش;شَزَبَ;فعل
7699;بزش;شَزَّبَ;فعل
7700;رزش;شَزَرَ;فعل
7701;رزاشت;تشازَرَ;فعل
7702;رزشتسا;اِسْتَشْزَرَ;فعل
7703;نزش;شَزِنَ;فعل
7704;نزشت;تَشَزَّنَ;فعل
7705;عسش;شَسَعَ;فعل
7706;عسش;شَسِعَ;فعل
7707;عسش;شَسَّعَ;فعل
7708;عسشأ;أَشْسَعَ;فعل
7709;بصش;شَصَبَ;فعل
7710;بصش;شَصِبَ;فعل
7711;رصش;شَصَرَ;فعل
7712;صش;شَصَّ;فعل
7713;صش;شَصَّ;فعل
7714;صشأ;أَشَصَّ;فعل
7715;اصش;شَصا;فعل
7716;ىصشأ;أَشْصَى;فعل
7717;أطش;شَطَأَ;فعل
7718;أطاش;شاطَأَ;فعل
7719;أطشأ;أَشْطَأَ;فعل
7720;بطش;شَطَبَ;فعل
7721;بطش;شَطَّبَ;فعل
7722;بطشنا;اِنْشَطَبَ;فعل
7723;حطش;شَطَحَ;فعل
7724;رطش;شَطَرَ;فعل
7725;رطش;شَطَّرَ;فعل
7726;رطاش;شاطَرَ;فعل
7727;طش;شَطَّ;فعل
7728;ططش;شَطَّطَ;فعل
7729;طاش;شاطَّ;فعل
7730;طشأ;أَشَطَّ;فعل
7731;طتشا;اِشْتَطَّ;فعل
7732;فطش;شَطَفَ;فعل
7733;نطش;شَطَنَ;فعل
7734;نطشأ;أَشْطَنَ;فعل
7735;فظش;شَظُفَ;فعل
7736;يظش;شَظِيَ;فعل
7737;ىظش;شَظَّى;فعل
7738;ىظشأ;أَشْظَى;فعل
7739;ىظشت;تَشَظَّى;فعل
7740;بعش;شَعَبَ;فعل
7741;بعش;شَعِبَ;فعل
7742;بعش;شَعَّبَ;فعل
7743;بعشأ;أَشْعَبَ;فعل
7744;بعشت;تَشَعَّبَ;فعل
7745;بعشنا;اِنْشَعَبَ;فعل
7746;ثعش;شَعِثَ;فعل
7747;ثعش;شَعَّثَ;فعل
7748;ثعشت;تَشَعَّثَ;فعل
7749;رعش;شَعَرَ;فعل
7750;رعش;شَعُرَ;فعل
7751;رعش;شَعِرَ;فعل
7752;رعش;شَعَّرَ;فعل
7753;رعاش;شاعَرَ;فعل
7754;رعشأ;أَشْعَرَ;فعل
7755;رعاشت;تَشاعَرَ;فعل
7756;رعشتسا;اِسْتَشْعَرَ;فعل
7757;عش;شَعَّ;فعل
7758;عش;شَعَّ;فعل
7759;عشأ;أَشَعَّ;فعل
7760;فعش;شَعَفَ;فعل
7761;فعش;شَعِفَ;فعل
7762;لعش;شَعَلَ;فعل
7763;لعش;شَعِلَ;فعل
7764;لعش;شَعَّلَ;فعل
7765;لعشأ;أَشْعَلَ;فعل
7766;لعشت;تَشَعَّلَ;فعل
7767;لعتشا;اِشْتَعَلَ;فعل
7768;نعش;شَعِنَ;فعل
7769;نعشأ;أَشْعَنَ;فعل
7770;نعشا;اِشْعَنَّ;فعل
7771;اعش;شَعا;فعل
7772;يعش;شَعِيَ;فعل
7773;ىعشأ;أَشْعَى;فعل
7774;بغش;شَغَبَ;فعل
7775;بغاش;شاغَبَ;فعل
7776;بغاشت;تَشاغَبَ;فعل
7777;رغش;شَغَرَ;فعل
7778;رغش;شَغَرَ;فعل
7779;رغاش;شاغَرَ;فعل
7780;رغشأ;أَشْغَرَ;فعل
7781;رغشت;تَشَغَّرَ;فعل
7782;رغاشت;تَشاغَرَ;فعل
7783;رغتشا;اِشْتَغَرَ;فعل
7784;فغش;شَغَفَ;فعل
7785;فغش;شَغِفَ;فعل
7786;فغشت;تَشَغَّفَ;فعل
7787;لغش;شَغَلَ;فعل
7788;لغاشت;تَشاغَلَ;فعل
7789;لغشنا;اِنْشَغَلَ;فعل
7790;لغتشا;اِشْتَغَلَ;فعل
7791;يغش;شَغِيَ;فعل
7792;ىغشأ;أَشْغَى;فعل
7793;رفش;شَفَرَ;فعل
7794;رفش;شَفَّرَ;فعل
7795;عفش;شَفَعَ;فعل
7796;عفش;شَفَّعَ;فعل
7797;عفشت;تَشَفَّعَ;فعل
7798;عفشتسا;اِسْتَشْفَعَ;فعل
7799;فش;شَفَّ;فعل
7800;فش;شَفَّ;فعل
7801;ففش;شَفَّفَ;فعل
7802;فشأ;أَشَفَّ;فعل
7803;فتشا;اِشْتَفَّ;فعل
7804;فشتسا;اِسْتَشَفَّ;فعل
7805;قفش;شَفِقَ;فعل
7806;قفشأ;أَشْفَقَ;فعل
7807;نفش;شَفَنَ;فعل
7808;هفش;شَفَهَ;فعل
7809;هفاش;شافَهَ;فعل
7810;افش;شَفا;فعل
7811;ىفش;شَفَى;فعل
7812;ىفاش;شافَى;فعل
7813;ىفشأ;أَشْفَى;فعل
7814;ىفشت;تَشَفَّى;فعل
7815;ىفتشا;اِشْتَفَى;فعل
7816;ىفشتسا;اِسْتَشْفَى;فعل
7817;أقش;شَقَأَ;فعل
7818;حقش;شَقَحَ;فعل
7819;حقش;شَقُحَ;فعل
7820;حقش;شَقِحَ;فعل
7821;حقاش;شاقَحَ;فعل
7822;حقشأ;أَشْقَحَ;فعل
7823;حقاشت;تَشاقَحَ;فعل
7824;ذقش;شَقَذَ;فعل
7825;ذقش;شَقِذَ;فعل
7826;ذقاش;شاقَذَ;فعل
7827;ذقشأ;أَشْقَذَ;فعل
7828;رقش;شَقِرَ;فعل
7829;رقشا;اِشْقَرَّ;فعل
7830;صقش;شَقَّصَ;فعل
7831;قش;شَقَّ;فعل
7832;قش;شَقَّ;فعل
7833;ققش;شَقَّقَ;فعل
7834;قاش;شاقَّ;فعل
7835;ققشت;تَشَقَّقَ;فعل
7836;قاشت;تَشاقَّ;فعل
7837;قشنا;اِنْشَقَّ;فعل
7838;قتشا;اِشْتَقَّ;فعل
7839;ققشا;اِشَّقَّقَ;فعل
7840;قشتسا;اِسْتَشَقَّ;فعل
7841;لقش;شَقَلَ;فعل
7842;اقش;شَقا;فعل
7843;يقش;شَقِيَ;فعل
7844;ىقاش;شاقَى;فعل
7845;ىقشأ;أَشْقَى;فعل
7846;ئكش;شَكِئَ;فعل
7847;أكشأ;أَشْكَأَ;فعل
7848;دكش;شَكَدَ;فعل
7849;ركش;شَكَرَ;فعل
7850;ركش;شَكِرَ;فعل
7851;ركشأ;أَشْكَرَ;فعل
7852;ركشت;تَشَكَّرَ;فعل
7853;ركتشا;اِشْتَكَرَ;فعل
7854;زكش;شَكَزَ;فعل
7855;سكش;شَكَسَ;فعل
7856;سكاش;شاكَسَ;فعل
7857;سكاشت;تَشاكَسَ;فعل
7858;عكش;شَكَعَ;فعل
7859;عكش;شَكِعَ;فعل
7860;عكشأ;أَشْكَعَ;فعل
7861;كش;شَكَّ;فعل
7862;ككش;شَكَّكَ;فعل
7863;ككشت;تَشَكَّكَ;فعل
7864;كتشا;اِشْتَكَّ;فعل
7865;لكش;شَكَلَ;فعل
7866;لكش;شَكِلَ;فعل
7867;لكش;شَكَّلَ;فعل
7868;لكاش;شاكَلَ;فعل
7869;لكشأ;أَشْكَلَ;فعل
7870;لكشت;تَشَكَّلَ;فعل
7871;لكاشت;تَشاكَلَ;فعل
7872;لكشتسا;اِسْتَشْكَلَ;فعل
7873;مكش;شَكَمَ;فعل
7874;مكش;شَكِمَ;فعل
7875;مكشأ;أَشْكَمَ;فعل
7876;هكاش;شاكَهَ;فعل
7877;هكاشت;تَشاكَهَ;فعل
7878;اكش;شَكا;فعل
7879;ىكش;شَكَّى;فعل
7880;ىكاش;شاكَى;فعل
7881;ىكشأ;أَشْكَى;فعل
7882;ىكشت;تَشَكَّى;فعل
7883;ىكاشت;تَشاكَى;فعل
7884;ىكتشا;اِشْتَكَى;فعل
7885;حلش;شَلَّحَ;فعل
7886;قلش;شَلَقَ;فعل
7887;لش;شَلَّ;فعل
7888;لش;شَلَّ;فعل
7889;لشأ;أَشَلَّ;فعل
7890;لشنا;اِنْشَلَّ;فعل
7891;ىلشأ;أَشْلَى;فعل
7892;ىلتشا;اِشْتَلَى;فعل
7893;ىلشتسا;اِسْتَشْلَى;فعل
7894;تمش;شَمِتَ;فعل
