ID;WORD;VOCALIZED;WORD_TYPE;ANTO_SET;ANTO_SET_VOCALIZED
2454;بزوغ;بُزُوغ;اسم;"غياب;أفول;غروب";"غِيَاب;أُفُول;غُرُوب"
2455;بزيع;بَزِيع;اسم;"حيي;خسيس";"حَيِي;خَسِيس"
2456;بساطة;بَسَاطَة;اسم;"تكلّف;تصنّع";"تَكَلُّف;تَصَنُّع"
2457;بساطة(في العيش);بَسَاطَة(فِي العَيش);اسم;"أبّهة;عظمة";"أُبَّهَة;عَظَمَة"
2458;بسالة;بَسَالَة;اسم;"جبن";"جُبْن"
2459;بسام;بَسَّام;اسم;"غاضب;كالح";"غَاضِب;كَالِح"
2460;بسر (وجهه);بَسَرَ (وَجْهُهُ);فعل;"تبسّم";"تَبَسَّمَ"
2461;بسر;بَسْر;اسم;"ابتسام";"اِبْتِسَام"
2462;بسط;بَسَط;فعل;"طوى;قبض";"طَوَى;قَبَضَ"
2463;بسط;بَسْط;اسم;"طيّ;قبض";"طَيّ;قَبْض"
2464;بسط(الأمر);بَسَّطَ(الأَمْرَ);فعل;"عقّد";"عَقَّدَ"
2465;بسق;بَسَقَ;فعل;"انخفض";"اِنْخَفَضَ"
2466;بسق(عليه);بَسَّقَ(عَلَيْهِ);فعل;"تواضع";"تَوَاضَعَ"
2467;بسل;بَسُلَ;فعل;"جبن";"جَبُنَ"
2468;بسم;بَسَمَ;فعل;"عبس";"عَبَسَ"
2469;بسمة;بَسْمَة;اسم;"عبوس";"عُبُوس"
2470;بسور;بُسُور;اسم;"بشوش";"بَشُوش"
2471;بسول;بَسُول;اسم;"جبان";"جَبَان"
2472;بسيط;بَسِيط;اسم;"معقّد;مركّب";"مُعَقَّد;مُرَكَّب"
2473;بسيطة;بَسِيطَة;اسم;"سماء";"سَمَاء"
2474;بسيل;بَسِيل;اسم;"بشوش";"بَشُوش"
2475;بسيلة;بَسِيلَة;اسم;"حلاوة";"حَلاَوَة"
2476;بش;بَشَّ;فعل;"عبس";"عَبَسَ"
2477;بش;بَشّ;اسم;"عبوسة";"عُبُوسَة"
2478;بشائر(الوجه);بَشَائِر(الوَجْه);اسم;"مقابح";"مَقَابِح"
2479;بشارة;بِشَارَة;اسم;"نعاء;نعيّ";"نَعَاء;نَعْيّ"
2480;بشاش;بَشَّاش;اسم;"عابس";"عَابِس"
2481;بشاشة;بَشَاشَة;اسم;"عبوس;اكفهرار";"عُبُوس;اِكْفِهْرَار"
2482;بشاعة;بَشَاعَة;اسم;"جمال;حسن";"جَمَال;حُسْن"
2483;بشاك;بَشَّاك;اسم;"صادق";"صَادِق"
2484;بشبش;بَشْبَشَ;فعل;"عبس";"عَبَسَ"
2485;بشبشة;بَشْبَشَة;اسم;"عبوسة;اكفهرار";"عُبُوسَة;اِكْفِهْرَار"
2486;بشر;بَشَرَ;فعل;"فرح";"فَرِحَ"
2487;بشر;بَشَر;اسم;"حيوان";"حَيَوَان"
2488;بشر;بَشُرَ;فعل;"قبح";"قَبُحَ"
2489;بشر;بِشْر;اسم;"حزن;عبوس";"حُزْن;عُبُوس"
2490;بشر;بَشِرَ;فعل;"فرح";"فَرِحَ"
2491;بشر;بَشَّرَ;فعل;"نعى";"نَعَى"
2492;بشرى;بُشْرَى;اسم;"نعيّ";"نَعْيّ"
2493;بشع;بَشَع;اسم;"جمال;حسن";"جَمَال;حُسْن"
2494;بشع;بَشِعَ;فعل;"جمل;حسن";"جَمُلَ;حَسُنَ"
2495;بشع;بَشِع;اسم;"جميل;حسن";"جَمِيل;حَسَن"
2496;بشق;بَشَق;اسم;"إبطاء";"إِبْطَاء"
2497;بشق;بَشِقَ;فعل;"أبطأ";"أَبْطَأَ"
2498;بشك;بَشْك;اسم;"صدق;إبطاء";"صِدْق;إِبْطَاء"
2499;بشك;بَشَكَ;فعل;"صدق;أبطأ";"صَدَقَ;أَبْطَأَ"
2500;بشم;بَشَم;اسم;"جوع";"جُوع"
2501;بشم;بَشِمَ;فعل;"جاع";"جَاعَ"
2502;بشم;بَشِم;اسم;"جائع";"جَائِع"
2503;بشوش;بَشُوش;اسم;"عابس;مقطّب";"عَابِس;مُقَطَّب"
2504;بشير;بَشِير;اسم;"ناعي;نذير";"نَاعِي;نَذِير"
2505;بشيش;بَشِيش;اسم;"عبوس";"عَبُوس"
2506;بص;بَصّ;اسم;"خبوّ";"خُبُوّ"
2507;بص(النور);بَصَّ(النُورُ);فعل;"خبا";"خَبَا"
2508;بصر;بَصُرَ;فعل;"عمي";"عَمِيَ"
2509;بصر;بَصَر;اسم;"عمى";"عَمَى"
2510;بصر(به);بَصُرَ(بِهِ);فعل;"عمي(عنه)";"عَمِيَ(عَنْهُ)"
2511;بصع(الشيء);بَصَعَ(الشَّيْءَ);فعل;"فرّق";"فَرَّقَ"
2512;بصير;بَصِير;اسم;"أعمى;ضرير;أعشى";"أَعْمَى;ضَرِير;أَعْشَى"
2513;بصيص;بَصِيص;اسم;"خبوّ";"خُبُوّ"
2514;بض(الماء);بَضَّ(المَاءُ);فعل;"تدفّق";"تَدَفَّقَ"
2515;بطؤ;بَطُؤَ;فعل;"أسرع;عجل";"أَسْرَعَ;عَجَلَ"
2516;بطء;بُطْء;اسم;"سرعة;عجلة;إسراع";"سُرْعَة;عَجَلَة;إِسْرَاع"
2517;بطاش;بَطَّاش;اسم;"رؤوف";"رَؤُوف"
2518;بطال;بَطَّال;اسم;"عامل;جبان";"عَامِل;جَبَان"
2519;بطالة;بَطَالَة;اسم;"عمل;شغل";"عَمَل;شُغْل"
2520;بطالة;بِطَالَة;اسم;"عمل;شغل";"عَمَل;شُغْل"
2521;بطان;بَطَان;اسم;"خماص";"خَمَاص"
2522;بطر;بَطِرَ;فعل;"قنع;تواضع";"قَنِعَ;تَوَاضَعَ"
2523;بطر;بَطِر;اسم;"قنوع;متواضع";"قَنُوع;مُتَوَاضِع"
2524;بطر;بَطَر;اسم;"قناعة;تواضع";"قَنَاعَة;تَوَاضُع"
2525;بطر;بِطْر;اسم;"حقّ";"حَقّ"
2526;بطرير;بِطْرِير;اسم;"مهتدي";"مُهْتَدَي"
2527;بطش;بَطَش;اسم;"رأفة;رفق";"رَأْفَة;رِفْق"
2528;بطش(به);بَطَشَ(بِهِ);فعل;"رأف(به)";"رَأَفَ(بِهِ)"
2529;بطل;بَطَل;اسم;"جبان";"جَبَان"
2530;بطل;بَطَّلَ;فعل;"شغّل";"شَغَّلَ"
2531;بطل;بُطْل;اسم;"حقّ";"حَقّ"
2532;بطل(الأمر);بَطَلَ(الأَمْرَ);فعل;"أثبت;أكّد";"أَثْبَتَ;أَكَّدَ"
2533;بطل(عن العمل);بَطَلَ(عَنِ العَمَل);فعل;"عمل;اشتغل";"عَمِلَ;اِشْتَغَلَ"
2534;بطل(في كلامه);بَطِلَ(فِي كَلاَمِه);فعل;"جدّ";"جَدَّ"
2535;بطن;بَطْن;اسم;"ظهر";"ظَهْر"
2536;بطن;بَطَنَ;فعل;"ظهر;برز";"ظَهَرَ;بَرَزَ"
2537;بطن;بَطُنَ;فعل;"خمص;ضمر";"خَمُصَ;ضَمُرَ"
2538;بطن;بَطِن;فعل;"أخمص";"أَخْمَص"
2539;بطولة;بُطُولَة;اسم;"جبانة;جبن";"جَبَانَة;جُبْن"
2540;بطيء;بَطِيء;اسم;"سريع";"سَرِيع"
2541;بطيش;بَطِيش;اسم;"رؤوف";"رَؤُوف"
2542;بطيط;بَطِيط;اسم;"صدق;تواضع";"صِدْق;تَوَاضُع"
2543;بطين;بَطِين;اسم;"خمص;ضامر;أبجر";"خَمِص;ضَامِر;أَبْجَر"
2544;بظر(عند المرأة);بَظْر(عِنْدَ المَرْأَة);اسم;"غرلة(عند الرجل)";"غُرْلَة(عِنْدَ الرَجُل)"
2545;بع(الماء);بَعَّ(المَاءَ);فعل;"قطّر;حبس";"قَطَّرَ;حَبَسَ"
2546;بعاد;بُعَاد;اسم;"اقتراب;قريب;قرب";"اِقْتِرَاب;قَرِيب;قُرْب"
2547;بعث;بَعَثَ;فعل;"دعا;أعاد";"دَعَا;أَعَاد"
2548;بعث;بَعْث;اسم;"دعوة";"دَعْوَة"
2549;بعثة;بَعْثَة;اسم;"مدعوة";"مَدْعُوَة"
2550;بعثر;بَعْثَرَ;فعل;"جمع;لمّ";"جَمَعَ;لَمَّ"
2551;بعثر(الأشياء);بَعْثَرَ(الأَشْيَاءَ);فعل;"رتّب;نسّق;جمّع";"رَتَّبَ;نَسَّقَ;جَمَّعَ"
2552;بعد;بَعْدَ;ظرف;"قبل";"قَبْلَ"
2553;بعد;بَعْدُ;ظرف;"قبل";"قَبْلُ"
2554;بعد;بَعُدَ;فعل;"دنا;قرب;اقترب";"دَنَا;قَرُبَ;اِقْتَرَبَ"
2555;بعد;بُعْد;اسم;"دنوّ;اقتراب;قرب";"دُنُوّ;اِقْتِرَاب;قُرْب"
2556;بعد;بَعَّدَ;فعل;"قرّب";"قَرَّبَ"
2557;بعدة;بُعْدَة;اسم;"قرب";"قُرْب"
2558;بعزق;بَعْزَقَ;فعل;"جمع;لمّ;اقتصد;شحّ";"جَمَعَ;لَمَّ;اِقْتَصَدَ;شَحَّ"
2559;بعزقة;بَعْزَقَة;اسم;"جمع;لمّ;اقتصاد;شحّ";"جَمْع;لَمّ;اِقْتِصَاد;شُحّ"
2560;بعض;بَعْض;حرف;"كل";"كُل"
2561;بعل(زوج);بَعْل(زَوْج);اسم;"بعلة(زوجة)";"بَعْلَة(زَوْجَة)"
2562;بعل(من الأرض);بَعْل(مِنَ الأَرْض);اسم;"مرويّ(من المطر);سقي";"مَرْوِيّ(مِنَ المَطَر);سَقِي"
2563;بعلي;بَعْلِيّ;اسم;"مرويّ(من المطر);مسقيّ";"مَرْوِيّ(مِنَ المَطَر);مَسْقِيّ"
2564;بعيث;بَعِيث;اسم;"مدعوّ";"مَدْعُوّ"
2565;بعيد;بَعِيد;اسم;"قريب;داني;مجاور";"قَرِيب;دَانِي;مُجَاوِر"
2566;بغا;بَغَا;فعل;"عدل;رحم;أشفق";"عَدَلَ;رَحِمَ;أَشْفَقَ"
2567;بغى;بَغَى;فعل;"عدل;عفّ";"عَدَلَ;عَفَّ"
2568;بغاء;بَغَاء;اسم;"عفاف";"عَفَاف"
2569;بغاء;بُغَاء;اسم;"عفاف";"عَفَاف"
2570;بغاء;بِغَاء;اسم;"عفاف";"عَفَاف"
2571;بغاث;بَغَاث;اسم;"جوارح";"جَوَارِح"
2572;بغاث(من الطير);بُغَاث(مِنَ الطَّير);اسم;"جوارح";"جَوَارِح"
2573;بغاث;بِغَاث;اسم;"جوارح";"جَوَارِح"
2574;بغاضة;بَغَاضَة;اسم;"محبّة";"مَحَبَّة"
2575;بغث;بَغْث;اسم;"بغر";"بَغْر"
2576;بغثة;بَغْثَة;اسم;"غيث";"غَيْث"
2577;بغث -ت(أمطرت رذاذا);بَغِثَ -ت(أَمْطَرَت رَذَاذًا);فعل;"بغر -ت (أمطرت بشدّة)";"بَغَرَ -ت (أَمْطَرَت بِشِدَّة)"
2578;بغر;بَغِرَ;فعل;"بشم";"بَشِمَ"
2579;بغر;بَغْر;اسم;"رذاذ";"رَذَاذ"
2580;بغر;بَغَر;اسم;"بشم";"بَشَم"
2581;بغر -ت (أمطرت بشدة);بَغَرَ -ت (أَمْطَرَت بِشِدَّة);فعل;"بغث -ت (أمطرت رذاذا)";"بَغَثَ -ت (أَمْطَرَت رَذَاذًا)"
2582;بغش;بَغْش;اسم;"غيث;بغر";"غَيْث;بَغْر"
2583;بغش -ت(أمطرت رذاذا);بَغَشَ -ت(أَمْطَرَت رَذَاذًا);فعل;"بغر -ت (أمطرت بشدّة)";"بَغَرَ -ت (أَمْطَرَت بِشِدَّة)"
2584;بغض;بَغَضَ;فعل;"أحّب;حبّ";"أَحَّبَ;حَبَّ"
2585;بغض;بَغَّضَ;فعل;"حبّب";"حَبَّبَ"
2586;بغض;بُغْض;اسم;"حب;مودّة";"حُب;مَوَدَّة"
2587;بغضاء;بَغْضَاء;اسم;"محبّة;مودّة";"مَحَبَّة;مَوَدَّة"
2588;بغضة;بِغْضَة;اسم;"محبّة";"مَحَبَّة"
2589;بغي;بَغْي;اسم;"عدل;رحمة;شفقة";"عَدْل;رَحْمَة;شَفَقَة"
2590;بغيض;بَغِيض;اسم;"حبيب;محبوب";"حَبِيب;مَحْبُوب"
2591;بقى;بَقَّى;فعل;"رحّل";"رَحَّلَ"
2592;بقاء;بَقَاء;اسم;"فناء;زوال;اضمحلال;ذهاب";"فَنَاء;زَوَال;اِضْمِحْلاَل;ذَهَاب"
2593;بقاق;بَقَّاق;اسم;"كتوم";"كَتُوم"
2594;بقر;بُقْر;اسم;"صدق";"صِدْق"
2595;بقط(المتاع);بَقَطَ(المَتَاعَ);فعل;"بعثر";"بَعْثَرَ"
2596;بقط(في الجبل);بَقَّطَ(فِي الجَبَل);فعل;"انحدر";"اِنْحَدَرَ"
2597;بقل(المكان);بَقَلَ(المَكَانُ);فعل;"أجدب;محل";"أَجْدَبَ;مَحَلَ"
2598;بقي;بَقِيَ;فعل;"فني;اضمحلّ;ذهب";"فَنِيَ;اِضْمَحَلَّ;ذَهَبَ"
2599;بقي(على حاله);بَقِيَ(عَلى حَالِهِ);فعل;"تبدّل;تحوّل";"تَبَدَّلَ;تَحَوَّلَ"
2600;بكى;بَكَى;فعل;"ضحك";"ضَحِكَ"
2601;بكى;بَكَّى;فعل;"ضحّك";"ضَحَّكَ"
2602;بكاء;بَكَّاء;اسم;"ضحوك";"ضَحُوك"
2603;بكاء;بُكَاء;اسم;"ضحك";"ضَحِك"
2604;بكامة;بَكَامَة;اسم;"ثرثرة";"ثَرْثَرَة"
2605;بكت;بَكَّتَ;فعل;"سامح";"سَامَحَ"
2606;بكر;بَكَر;فعل;"أمسى;راح";"أَمْسَى;رَاحَ"
2607;بكر;بَكَّرَ;فعل;"راح";"رَاحَ"
2608;بكر(إلى الشيء);بَكِرَ(إِلَى الشَّيْءِ);فعل;"تمهّل;أبطأ;تأخر";"تَمَهَّلَ;أَبْطَأَ;تَأَخَرَ"
2609;بكر(من الأولاد);بِكْر(مِنَ الأَوْلاد);اسم;"آخر";"آخِر"
2610;بكر(من الفتيلت);بِكْر(مِنَ الفَتَيَلت);اسم;"متزوّجة;ثيّب";"مُتَزَوِّجَة;ثَيِّب"
2611;بكرة;بُكْرَة;اسم;"عشيّة;رواح";"عَشِيَّة;رَوَاح"
2612;بكش(العقدة);بَكَشَ(العُقْدَة);فعل;"عقد";"عَقَدَ"
2613;بكم;بَكَم;اسم;"ثرثرة";"ثَرْثَرَة"
2614;بكم;بَكُمَ;فعل;"تكلّم;ثرثر";"تَكَلَّمَ;ثَرْثَرَ"
2615;بكم;بَكِمَ;فعل;"نطق;ثرثر";"نَطَقَ;ثَرْثَرَ"
2616;بكيم;بَكِيم;اسم;"ثرثار";"ثَرْثَار"
2617;بل;بَلّ;اسم;"جفاف;يباس";"جَفَاف;يَبَاس"
2618;بل(القماش);بَلَّ(القُمَاشُ);فعل;"جفّ";"جَفَّ"
2619;بل(المريض);بَلَّ(المَرِيضُ);فعل;"مرض;اعتلّ;سقم";"مَرِضَ;اِعْتَلَّ;سَقِمَ"
2620;بل;بِلّ;اسم;"مرض;سقم";"مَرَض;سَقَم"
2621;بلى;بَلَى;حرف;"لا;كلا";"لاَ;كَلاَ"
2622;بلى;بَلَّى;فعل;"جدّد";"جَدَّدَ"
2623;بلاء;بَلاَء;اسم;"فرح;نعمة";"فَرَح;نِعْمَة"
2624;بلادة;بَلاَدَة;اسم;"رشاقة";"رَشَاقَة"
2625;بلاغة;بَلاَغَة;اسم;"عيّ";"عِيّ"
2626;بلال;بِلاَل;اسم;"جفاف;يباس";"جَفَاف;يَبَاس"
2627;بلالة;بُلاَلَة;اسم;"جفاف;يباس";"جَفَاف;يَبَاس"
2628;بلج;بَلَجَ;فعل;"أظلم";"أَظْلَمَ"
2629;بلج(الحق);بَلِجَ(الحَقُّ);فعل;"غمض;اختفى";"غَمُضَ;اِخْتَفَى"
2630;بلج(الصدر);بَلِجَ(الصَّدْرُ);فعل;"اغتمّ;ضاق";"اِغْتَمَّ;ضَاقَ"
2631;بلج(من الوجوه);بَلِج(مِنَ الوُجُوه);اسم;"كالح";"كَالِح"
2632;بلجة;بَلْجَة;اسم;"غموض;إظلام";"غُمُوض;إِظْلاَم"
2633;بلح;بَلَحَ;فعل;"ارتاح;قدر";"اِرْتَاحَ;قَدِرَ"
2634;بلح;بَلَّحَ;فعل;"ارتاح;قدر";"اِرْتَاحَ;قَدِرَ"
2635;بلخ;بَلِخَ;فعل;"تواضع";"تَوَاضَعَ"
2636;بلخ;بَلَخ;اسم;"تواضع";"تَوَاضُع"
2637;بلخ;بَلْخ;اسم;"متواضع";"مُتَوَاضِع"
2638;بلخاء(من النساء);بَلْخَاء(مِنَ النِسَاء);اسم;"ذكيّة;فطنة";"ذَكِيَّة;فَطِنَة"
2639;بلد(بالمكان);بَلَدَ(بِالمَكَانِ);فعل;"رحل;هجر;ارتحل";"رَحَلَ;هَجَرَ;اِرْتَحَلَ"
2640;بلد;بَلَّدَ;فعل;"نشّط";"نَشَّطَ"
2641;بلد;بَلُدَ;فعل;"نشط";"نَشِطَ"
2642;بلس;بَلِس;اسم;"جريء";"جَرِيء"
2643;بلسم;بَلْسَم;اسم;"داء";"دَاء"
2644;بلسم(الجرح);بَلْسَمَ(الجرحَ);فعل;"نكأ;جرح";"نَكَأَ;جَرَحَ"
2645;بلع;بَلْع;اسم;"تقيّؤ";"تَقَيُّؤ"
2646;بلع;بَلَعَ;فعل;"تقيّأ";"تَقَيَّأَ"
2647;بلع;بَلَّعَ;فعل;"قيّأ";"قَيَّأَ"
2648;بلعم;بَلْعَمَ;فعل;"تقيّأ";"تَقَيَّأَ"
2649;بلعمة;بَلْعَمَة;اسم;"تقيّؤ";"تَقَيُّؤ"
2650;بلغ;بَلْغ;اسم;"عيّ";"عِيّ"
2651;بلغ(الشيء);بَلَغَ(الشَّيءَ);فعل;"كلّ(عنه)";"كَلَّ(عَنْهُ)"
2652;بلغ;بَلُغَ;فعل;"عيي";"عَيِيَ"
2653;بلقع;بَلْقَع;اسم;"عمران";"عُمْرَان"
2654;بلقع(المكان);بَلْقَعَ(المَكَان);فعل;"أهل;عمر";"أَهِلَ;عَمِرَ"
2655;بلقعة;بَلْقَعَة;اسم;"عامرة;آهلة";"عَامِرَة;آهِلَة"
2656;بلل;بَلَل;اسم;"جفاف;برء";"جَفَاف;بُرْء"
2657;بلل;بَلَّلَ;فعل;"جفّف";"جَفَّفَ"
2658;بلم;بَلَّمَ;فعل;"تكلّم";"تَكَلَّمَ"
2659;بله;بَلِهَ;فعل;"فطن";"فَطِنَ"
2660;بله;بَلَه;اسم;"ذكاء;فطنة";"ذَكَاء;فِطْنَة"
2661;بلو;بِلْو;اسم;"جديد;قشيب";"جَدِيد;قَشِيب"
2662;بلوح;بُلُوح;اسم;"قدرة";"قُدْرَة"
2663;بلود;بُلُود;اسم;"رحيل;ارتحال;هجرة";"رَحَيل;ارْتِحَال;هِجْرَة"
2664;بلور(الأمر);بَلْوَرَ(الأَمْرَ);اسم;"أخفى;أغمض";"أَخْفَى;أَغْمَضَ"
2665;بلي(الثوب);بَلِيَ(الثَوْبُ);فعل;"استجدّ";"اسْتَجَدَّ"
2666;بلية;بَلِيَّة;اسم;"نعمة";"نِعْمَة"
2667;بليد;بَلِيد;اسم;"رشيق;نشيط";"رَشِيق;نَشِيط"
2668;بليغ;بَلِيغ;اسم;"عييّ;عاجز;ضعيف";"عَيِيّ;عِاجِز;ضَعِيف"
2669;بليل;بَلِيل;اسم;"جافّ";"جَافّ"
2670;بليلة;بَلِيلَة;اسم;"جافّة";"جَافَّة"
2671;بنى;بَنَى;فعل;"هدم;قوّض;دمّر";"هَدَمَ;قَوَّضَ;دَمَّرَ"
2672;بن(بالمكان);بَنَّ(بِالمَكَانِ);فعل;"غادر";"غَادَرَ"
2673;بناء;بَنَّاء;اسم;"هدّام;مقوّض";"هَدَّام;مُقَوِّض"
2674;بناء;بِنَاء;اسم;"هدم;تقويض";"هَدْم;تَقْوِيض"
2675;بناية;بِنَايَة;اسم;"كوخ";"كُوخ"
2676;بنيان;بُنْيَان;اسم;"تخريب;خراب;تهديم;تدمير";"تُخْرِيب;خَرَاب;تَهْدِيم;تَدْمِير"
2677;بهاء;بَهَاء;اسم;"بشاعة;قبح";"بَشَاعَة;قُبْح"
2678;بهات;بَهَّات;اسم;"صادق";"صَادِق"
2679;بهار;بَهَار;اسم;"قبح";"قُبْح"
2680;بهتان;بُهْتَان;اسم;"صدق;حقيقة";"صِدْق;حَقِيقَة"
2681;بهج;بَهُجَ;فعل;"قبح";"قَبُحَ"
2682;بهج;بَهِج;اسم;"حزين;مكتئب";"حَزِين;مُكْتَئِب"
2683;بهج;بَهِجَ;فعل;"اكتأب;حزن";"اِكْتَأَبَ;حَزِنَ"
2684;بهج;بَهَّجَ;فعل;"أحزن";"أَحْزَنَ"
2685;بهجة;بَهْجَة;اسم;"اكتئاب;غمّ;حزن";"اكْتِئَاب;غَمّ;حُزْن"
2686;بهر;بَهَرَ;فعل;"أظلم";"أَظْلَمَ"
2687;بهر;بَهْر;اسم;"ظلام";"ظَلاَم"
2688;بهرة;بَهْرَة;اسم;"خفاء";"خَفَاء"
2689;بهرج;بَهْرَج;اسم;"حقّ;جيّد";"حَقّ;جَيّد"
2690;بهش;بَهِش;اسم;"قاسي";"قَاسِي"
2691;بهظ(الثمن);بَهُظَ(الثَمنُ);فعل;"بخس";"بَخُسَ"
2692;بهل;بَهْل;اسم;"بركة";"بَرَكَة"
2693;بهل;بَهَلَ;فعل;"بارك";"بَارَكَ"
2694;بهلة;بَهْلَة;اسم;"بركة";"بَرَكَة"
2695;بهلة;بُهْلَة;اسم;"بركة";"بَرَكَة"
2696;بهلول;بُهْلُول;اسم;"عابس;خسيس";"عَابِس;خَسِيس"
